"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","worker_id","completion_code","lonely_after_1","lonely_after_2","lonely_after_3","comp_1","comp_2","ai_companion_exp","ai_companion_exp2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","condition"
"392","2024-05-23 14:31:41","2024-05-23 14:48:33","0",380,"100","1011","1","2024-05-23 14:48:33","R_6ogomY9GJNFLS5X","","","","",355,356,"anonymous","EN","1","2","2",357,"3034-5405-4111-5110","100","100","100","1","1","1","I needed help with editing my resume","2","","2","","25","5","","70","rudimentary"
"393","2024-05-23 14:31:05","2024-05-23 14:48:34","0",381,"100","1049","1","2024-05-23 14:48:35","R_6coSZAhKQw6tpJX","","","","",356,357,"anonymous","EN","1","2","2",358,"5983-9520-8334-5309","31","5","4","1","1","1","curious ","1","","1","","41","3","","16","regular"
"394","2024-05-23 14:48:48","2024-05-23 14:49:06","0",379,"100","18","1","2024-05-23 14:49:07","R_5CNRUqDZ46fpOUx","","","","",354,355,"anonymous","EN","1","3","1",3,"","","","","","","","","","","","","","","","",""
"395","2024-05-23 14:32:41","2024-05-23 14:49:08","0",382,"100","986","1","2024-05-23 14:49:08","R_1oZUwYbylImzhbN","","","","",357,358,"anonymous","EN","1","2","2",359,"3369-6093-1008-8589","75","64","74","1","1","2","","1","","3","","38","5","","45","rudimentary"
"396","2024-05-23 14:49:11","2024-05-23 14:49:42","0",379,"100","30","1","2024-05-23 14:49:42","R_1mRGg71sJASnJyF","","","","",354,355,"anonymous","EN","1","4","1",3,"","","","","","","","","","","","","","","","",""
"397","2024-05-23 14:49:46","2024-05-23 14:50:02","0",379,"100","15","1","2024-05-23 14:50:03","R_3KOCdzZxfwXKWN2","","","","",354,355,"anonymous","EN","1","1","1",3,"","","","","","","","","","","","","","","","",""
"398","2024-05-23 14:32:03","2024-05-23 14:50:40","0",383,"100","1117","1","2024-05-23 14:50:41","R_7CUPQsMxvKVGPwJ","","","","",358,359,"anonymous","EN","1","2","2",360,"3536-8219-7678-7275","50","60","70","1","1","2","","2","","3","","32","4","","30","regular"
"399","2024-05-23 14:33:08","2024-05-23 14:52:14","0",384,"100","1145","1","2024-05-23 14:52:14","R_1tFHDgo5Z7nDQ6B","","","","",359,360,"anonymous","EN","1","2","2",361,"3115-4552-4849-0510","60","60","60","1","1","1","For help staying calm.","4","Transgender Woman","3","","33","3","","50","regular"
"400","2024-05-23 14:51:37","2024-05-23 14:53:08","0",385,"100","90","1","2024-05-23 14:53:09","R_7mWrtYlc3bWAeq5","","","","",360,361,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","",""
"401","2024-05-23 14:34:01","2024-05-23 14:53:14","0",386,"100","1152","1","2024-05-23 14:53:14","R_6JmWghVh9cerUmT","","","","",361,362,"anonymous","EN","1","2","2",362,"6032-5753-3781-6880","50","65","50","2","2","1","For fun. When Bard was new I had some fun interactions.","1","","3","","59","1","","40","rudimentary"
"402","2024-05-23 14:33:43","2024-05-23 14:54:22","0",387,"100","1238","1","2024-05-23 14:54:22","R_1sytPkxuEHy0eMr","","","","",362,363,"anonymous","EN","1","2","2",363,"4185-9085-0376-4989","20","20","30","1","1","1","I used an AI companion app to get information about travel","1","","3","","49","5","","40","rudimentary"
"403","2024-05-23 14:35:51","2024-05-23 14:54:23","0",388,"100","1111","1","2024-05-23 14:54:24","R_5oAfgJlaAlhq6UF","","","","",363,364,"anonymous","EN","1","2","2",364,"5465-5015-4757-8999","0","0","0","1","1","2","","1","","1","","59","4","","50","regular"
"404","2024-05-23 14:53:23","2024-05-23 14:54:30","0",389,"100","66","1","2024-05-23 14:54:30","R_5eE5xQiliNeYg0E","","","","",364,365,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","",""
"405","2024-05-23 14:36:36","2024-05-23 14:55:14","0",390,"100","1118","1","2024-05-23 14:55:15","R_7EFRidKdTpxRnDr","","","","",365,366,"anonymous","EN","1","2","2",365,"3757-1624-3173-3188","35","32","9","1","1","1","Because I was interested in seeing what they're capable of","2","","3","","53","4","","90","rudimentary"
"406","2024-05-23 14:54:37","2024-05-23 14:55:24","0",391,"100","46","1","2024-05-23 14:55:24","R_1NKzNSCIYdc8Or5","","","","",366,367,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","",""
"407","2024-05-23 14:32:53","2024-05-23 14:55:26","0",392,"100","1352","1","2024-05-23 14:55:26","R_7e9bg37YP4XKvap","","","","",4,4,"anonymous","EN","1","2","2",366,"7043-1517-1876-3747","10","10","10","1","1","2","","2","","3","","27","4","","70","regular"
"408","2024-05-23 14:37:53","2024-05-23 14:55:30","0",393,"100","1057","1","2024-05-23 14:55:31","R_7tv3y43jiGCsN69","","","","",367,368,"anonymous","EN","1","2","2",367,"1600-8494-4221-4817","69","68","68","1","1","1","beta test","2","","3","","48","5","","61","regular"
"409","2024-05-23 14:37:01","2024-05-23 14:56:02","0",394,"100","1140","1","2024-05-23 14:56:02","R_1kB29oDZ1Pe9YGj","","","","",368,369,"anonymous","EN","1","2","2",368,"0773-6495-8665-0133","20","60","10","2","1","2","","3","","5","","32","3","","40","regular"
"410","2024-05-23 14:36:36","2024-05-23 14:57:03","0",395,"100","1226","1","2024-05-23 14:57:04","R_6HdVDc1lfvKW5px","","","","",369,370,"anonymous","EN","1","2","2",369,"0263-9181-4485-6544","19","20","61","1","1","2","","2","","3","","50","2","","20","rudimentary"
"411","2024-05-23 14:39:06","2024-05-23 14:57:16","0",396,"100","1089","1","2024-05-23 14:57:16","R_1pA2PX5cLDUSdHY","","","","",370,371,"anonymous","EN","1","2","2",370,"2018-1948-3398-2766","0","0","0","1","1","1","For work and research study purposes. ","2","","5","","48","4","","10","rudimentary"
"412","2024-05-23 14:39:45","2024-05-23 14:57:21","0",397,"100","1056","1","2024-05-23 14:57:22","R_7KpahQIC7EscRgx","","","","",371,372,"anonymous","EN","1","2","2",371,"7220-5104-2075-5874","9","0","4","1","1","2","","1","","3","","44","8","Associate's degree","100","regular"
"413","2024-05-23 14:38:53","2024-05-23 14:57:51","0",398,"100","1138","1","2024-05-23 14:57:52","R_7EEiFGcDLs8njns","","","","",372,373,"anonymous","EN","1","2","2",372,"1118-0187-1605-5115","25","10","5","1","1","2","","1","","4","","26","3","","95","regular"
"414","2024-05-23 14:40:37","2024-05-23 14:59:10","0",399,"100","1112","1","2024-05-23 14:59:10","R_1iUzwM9yncZE7t3","","","","",373,374,"anonymous","EN","1","2","2",373,"9222-0495-0906-3775","0","0","0","3","3","1","I get bored and use Siri to chat with. She tells me jokes and helps me with my daily schedule","1","","2","","52","4","","90","regular"
"415","2024-05-23 14:42:23","2024-05-23 15:00:11","0",400,"100","1068","1","2024-05-23 15:00:11","R_1flYxKUL26egiHU","","","","",374,375,"anonymous","EN","1","2","2",374,"8508-9339-5426-6725","70","70","70","1","1","1","school","1","","5","","36","3","","40","rudimentary"
"416","2024-05-23 14:41:53","2024-05-23 15:00:13","0",401,"100","1099","1","2024-05-23 15:00:14","R_7KkAfV3RJVFCSC2","","","","",375,376,"anonymous","EN","1","2","2",375,"3744-3002-9491-6338","80","90","85","1","1","1","Researching AI companion apps as part of a class ","2","","3","","25","4","","70","rudimentary"
"417","2024-05-23 14:41:52","2024-05-23 15:00:42","0",402,"100","1129","1","2024-05-23 15:00:42","R_5ozhYCH19W9zdvT","","","","",111,112,"anonymous","EN","1","2","2",376,"5088-7466-9667-9672","0","0","0","1","1","2","","1","","4","","35","3","","50","rudimentary"
"418","2024-05-23 14:41:48","2024-05-23 15:01:11","0",403,"100","1162","1","2024-05-23 15:01:11","R_3fZQhv03ymh2jLw","","","","",376,377,"anonymous","EN","1","2","2",377,"0213-6590-9815-4913","8","2","0","1","1","1","I have been training HeyPi. ","2","","3","","68","4","","73","regular"
"419","2024-05-23 14:40:50","2024-05-23 15:01:17","0",404,"100","1226","1","2024-05-23 15:01:17","R_5lyk1hOFBXoKc4b","","","","",377,378,"anonymous","EN","1","2","2",378,"1727-0927-6062-3228","22","24","22","1","1","1","Curiosity","1","","2","","21","3","","40","rudimentary"
"420","2024-05-23 14:41:32","2024-05-23 15:02:18","0",405,"100","1245","1","2024-05-23 15:02:18","R_7xLykCaBk5GX624","","","","",378,379,"anonymous","EN","1","2","2",379,"1344-2432-4778-6420","13","13","13","1","1","1","This was a very long time ago, with smarterchild and evie and all of those. i guess we tried them because they were new and we were wowed by how they talked to us back.","2","","3","","36","3","","70","regular"
"421","2024-05-23 14:44:27","2024-05-23 15:02:38","0",406,"100","1090","1","2024-05-23 15:02:38","R_3mx9uTzCH4STWdN","","","","",379,380,"anonymous","EN","1","2","2",380,"1301-9196-5732-2945","28","27","26","1","1","1","Was just curious","2","","2","","21","3","","0","rudimentary"
"422","2024-05-23 14:40:25","2024-05-23 15:02:41","0",407,"100","1336","1","2024-05-23 15:02:41","R_3D7dbjTbxUjTPyo","","","","",380,381,"anonymous","EN","1","2","2",381,"8002-1374-4654-1398","0","13","3","1","1","2","","2","","3","","51","3","","81","regular"
"423","2024-05-23 14:45:18","2024-05-23 15:02:49","0",408,"100","1051","1","2024-05-23 15:02:50","R_6Ec1shMSBxM9YD6","","","","",89,90,"anonymous","EN","1","2","2",382,"5188-9166-6845-1775","34","25","24","1","1","1","project work","1","","1","","25","4","","80","rudimentary"
"424","2024-05-23 14:45:37","2024-05-23 15:02:50","0",409,"100","1032","1","2024-05-23 15:02:50","R_7JJdwHKeI9lcbjl","","","","",381,382,"anonymous","EN","1","2","2",383,"7385-1702-5317-7489","0","0","0","1","1","2","","1","","5","","25","4","","30","rudimentary"
"425","2024-05-23 14:45:47","2024-05-23 15:03:15","0",410,"100","1047","1","2024-05-23 15:03:16","R_3qyYxkZe8MCzSLN","","","","",382,383,"anonymous","EN","1","2","2",384,"5999-6732-4253-1725","0","0","0","1","1","2","","2","","3","","30","4","","50","regular"
"426","2024-05-23 14:35:34","2024-05-23 15:03:51","0",411,"100","1696","1","2024-05-23 15:03:51","R_5lFaCIo7D7xMBLw","","","","",383,384,"anonymous","EN","1","2","2",385,"2573-8787-2036-7552","71","74","26","3","1","1","plus question","1","","1","","33","3","","61","rudimentary"
"427","2024-05-23 14:37:48","2024-05-23 15:04:38","0",412,"100","1610","1","2024-05-23 15:04:39","R_8m2DnzCTow5CdCU","","","","",384,385,"anonymous","EN","1","2","2",386,"8090-9249-4686-1595","30","10","9","1","1","1","I've used AI to help me with research projects at school and with day-to-day questions.","2","","3","","22","3","","85","rudimentary"
"428","2024-05-23 14:46:42","2024-05-23 15:05:10","0",413,"100","1107","1","2024-05-23 15:05:11","R_6RWzPBountOn9YZ","","","","",385,386,"anonymous","EN","1","2","2",387,"4127-1095-9966-0168","95","0","0","1","1","1","Just to try it out. I am interested in how AI works.","1","","3","","49","3","","100","regular"
"429","2024-05-23 14:47:24","2024-05-23 15:05:29","0",378,"100","1084","1","2024-05-23 15:05:29","R_6Pc4DezwDWEpzLO","","","","",353,354,"anonymous","EN","1","2","2",388,"0925-0502-0865-7558","0","0","0","3","1","1","to test it out","1","","1","","30","1","","70","rudimentary"
"430","2024-05-23 14:47:47","2024-05-23 15:05:32","0",414,"100","1064","1","2024-05-23 15:05:32","R_1JADOEbPnIAZ7SV","","","","",386,387,"anonymous","EN","1","2","2",389,"8342-4659-5623-1629","5","5","4","1","1","2","","2","","3","","72","4","","82","regular"
"431","2024-05-23 14:48:47","2024-05-23 15:06:14","0",415,"100","1047","1","2024-05-23 15:06:15","R_3Jl1kjqxnIYn18F","","","","",387,388,"anonymous","EN","1","2","2",390,"6023-6597-9404-5293","5","4","4","1","1","1","to check it out","1","","3","","23","3","","15","rudimentary"
"432","2024-05-23 14:33:13","2024-05-23 15:07:50","0",416,"100","2076","1","2024-05-23 15:07:50","R_7MKFMGsvQUHgW5U","","","","",388,389,"anonymous","EN","1","2","2",391,"4069-4435-5663-7464","37","40","41","1","1","1","Boredom","2","","3","","25","1","","70","regular"
"433","2024-05-23 15:07:35","2024-05-23 15:08:13","0",417,"100","38","1","2024-05-23 15:08:14","R_61TPTIAsTUTczAr","","","","",389,390,"anonymous","EN","1","1","2",3,"","","","","","","","","","","","","","","","",""
"434","2024-05-23 14:50:56","2024-05-23 15:08:16","0",418,"100","1040","1","2024-05-23 15:08:17","R_53vHOXHWbh01QcN","","","","",390,391,"anonymous","EN","1","2","2",392,"9439-4339-2352-1276","26","21","24","1","1","2","","2","","2","","24","5","","57","regular"
"435","2024-05-23 14:41:41","2024-05-23 15:08:35","0",419,"100","1613","1","2024-05-23 15:08:36","R_7rGmURLkVbLmI0l","","","","",87,87,"anonymous","EN","1","2","2",393,"8967-6152-8007-7850","10","3","4","1","1","2","","2","","3","","35","4","","93","regular"
"436","2024-05-23 14:49:54","2024-05-23 15:08:48","0",420,"100","1134","1","2024-05-23 15:08:48","R_5bIYXH8pnaAZlfj","","","","",12,12,"anonymous","EN","1","2","2",394,"6006-0857-8712-0755","0","0","0","1","1","2","","1","","2","","60","3","","50","rudimentary"
"437","2024-05-23 14:51:10","2024-05-23 15:09:39","0",421,"100","1109","1","2024-05-23 15:09:40","R_7y7cIDbVV8stLRT","","","","",391,392,"anonymous","EN","1","2","2",395,"9580-8211-2494-6991","50","20","34","1","1","1","I previously used an app as part of another Qualtrics study.","2","","5","","20","3","","7","rudimentary"
"438","2024-05-23 14:47:48","2024-05-23 15:09:56","0",422,"100","1328","1","2024-05-23 15:09:57","R_3EZiDJA7dYhfyxQ","","","","",392,393,"anonymous","EN","1","2","2",396,"9480-4531-6278-1547","0","0","0","1","1","2","","2","","3","","37","4","","20","rudimentary"
"439","2024-05-23 14:52:45","2024-05-23 15:10:38","0",423,"100","1072","1","2024-05-23 15:10:38","R_1ihs3D0dUEVzKWF","","","","",393,394,"anonymous","EN","1","2","2",397,"0239-1814-4598-4577","68","68","78","1","1","1","For fun","2","","3","","19","2","","59","rudimentary"
"440","2024-05-23 14:51:16","2024-05-23 15:10:52","0",424,"100","1176","1","2024-05-23 15:10:52","R_7Ez4oEuyd0GLGMk","","","","",394,395,"anonymous","EN","1","2","2",398,"7638-4122-3545-6016","20","20","5","1","1","1","I talked to one on snapchat just to see what it's like.","2","","3","","29","3","","60","rudimentary"
"441","2024-05-23 14:50:08","2024-05-23 15:11:29","0",379,"100","1280","1","2024-05-23 15:11:29","R_6iKh6K6XOFxrJ2F","","","","",354,355,"anonymous","EN","1","2","2",399,"5992-4338-8321-2723","4","4","8","1","1","2","","2","","1","","22","3","","71","regular"
"442","2024-05-23 14:54:18","2024-05-23 15:12:52","0",425,"100","1113","1","2024-05-23 15:12:53","R_6NpfWXKpttYSDYJ","","","","",138,139,"anonymous","EN","1","2","2",400,"6932-8227-5745-2650","5","10","30","1","1","1","I wanted to test it out and it was free.","1","","3","","50","4","","90","regular"
"443","2024-05-23 14:49:42","2024-05-23 15:14:00","0",426,"100","1458","1","2024-05-23 15:14:01","R_57wqwb5PAUqkJu9","","","","",395,396,"anonymous","EN","1","2","2",401,"6263-2336-7655-8729","76","75","75","1","1","2","","2","","1","","38","1","","75","regular"
"444","2024-05-23 14:54:16","2024-05-23 15:15:48","0",427,"100","1292","1","2024-05-23 15:15:49","R_7MYOhikyPDBOD17","","","","",396,397,"anonymous","EN","1","2","2",402,"8083-3838-8081-2393","0","4","14","1","1","2","","2","","1","","48","3","","17","rudimentary"
"445","2024-05-23 14:55:37","2024-05-23 15:16:56","0",391,"100","1279","1","2024-05-23 15:16:56","R_19rfzyZuxZBS3lv","","","","",366,367,"anonymous","EN","1","2","2",403,"3067-5114-6971-0117","3","3","3","3","3","2","","2","","3","","36","4","","54","rudimentary"
"446","2024-05-23 14:59:35","2024-05-23 15:17:32","0",428,"100","1077","1","2024-05-23 15:17:32","R_32E9CBq8OjTjmpj","","","","",397,398,"anonymous","EN","1","2","2",404,"2824-2386-4161-1446","80","40","70","1","1","2","","2","","3","","52","5","","40","rudimentary"
"447","2024-05-23 14:59:51","2024-05-23 15:17:34","0",429,"100","1063","1","2024-05-23 15:17:35","R_73xMjCfQlZcEf0B","","","","",274,275,"anonymous","EN","1","2","2",405,"8421-7633-2191-1462","23","0","16","1","1","1","Out of curiosity. ","2","","1","","33","7","","79","rudimentary"
"448","2024-05-23 14:56:51","2024-05-23 15:17:47","0",430,"100","1255","1","2024-05-23 15:17:47","R_57XtHt0UJI7dndT","","","","",398,399,"anonymous","EN","1","2","2",406,"6176-1947-1466-0058","69","67","55","1","1","2","","2","","2","","22","4","","80","rudimentary"
"449","2024-05-23 15:00:24","2024-05-23 15:17:49","0",431,"100","1044","1","2024-05-23 15:17:50","R_12W5EoBpx5x6tgJ","","","","",399,400,"anonymous","EN","1","2","2",407,"9451-7141-1921-0494","38","25","7","1","1","2","","2","","3","","42","3","","12","rudimentary"
"450","2024-05-23 14:58:06","2024-05-23 15:17:51","0",432,"100","1184","1","2024-05-23 15:17:51","R_7Y3ua5fVG8XN5yq","","","","",400,401,"anonymous","EN","1","2","2",408,"2717-4040-3315-2084","6","6","6","1","1","2","","2","","3","","47","4","","40","regular"
"451","2024-05-23 15:00:51","2024-05-23 15:18:16","0",433,"100","1044","1","2024-05-23 15:18:16","R_54JPsM4CqiGBLxf","","","","",401,402,"anonymous","EN","1","2","2",409,"2256-1396-8399-9128","12","8","6","3","1","1","TO get help planning a trip as well as help with work items.","2","","3","","40","2","","87","regular"
"452","2024-05-23 14:59:25","2024-05-23 15:18:35","0",434,"100","1149","1","2024-05-23 15:18:35","R_3wbHrWrllQIapBS","","","","",402,403,"anonymous","EN","1","2","2",410,"6059-8426-1289-0265","76","50","71","1","1","1","health questions and email writing","2","","3","","28","4","","40","regular"
"453","2024-05-23 15:00:07","2024-05-23 15:19:54","0",435,"100","1187","1","2024-05-23 15:19:54","R_3au2kVoxJuj8Ik9","","","","",403,404,"anonymous","EN","1","2","2",411,"5751-8501-1396-6156","0","0","0","1","1","1","Just to try it.  Not really wrestling with loneliness.","1","","3","","68","6","","70","rudimentary"
"454","2024-05-23 15:00:20","2024-05-23 15:20:59","0",436,"100","1238","1","2024-05-23 15:20:59","R_1duQLJwuTP6IXtv","","","","",404,405,"anonymous","EN","1","2","2",412,"4877-2899-2411-0944","84","100","87","1","1","1","I use Chat-GPT for various things and have used prompts to create my own chat bots.","1","","4","","38","1","","100","regular"
"455","2024-05-23 15:00:40","2024-05-23 15:21:00","0",437,"100","1220","1","2024-05-23 15:21:00","R_7VPXVo7Revu57Bb","","","","",405,406,"anonymous","EN","1","2","2",413,"5222-7604-7512-2903","6","1","0","1","1","2","","2","","4","","60","3","","40","rudimentary"
"456","2024-05-23 15:02:16","2024-05-23 15:21:06","0",438,"100","1129","1","2024-05-23 15:21:06","R_6L4KGHxYdQOiplH","","","","",406,407,"anonymous","EN","1","2","2",414,"4823-3384-2473-1489","58","49","45","1","1","2","","2","","4","","26","7","","35","rudimentary"
"457","2024-05-23 15:19:56","2024-05-23 15:21:06","0",439,"100","69","1","2024-05-23 15:21:06","R_3Abg7AnYle2Asvf","","","","",407,408,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","",""
"458","2024-05-23 14:41:19","2024-05-23 15:21:16","0",440,"100","2396","1","2024-05-23 15:21:16","R_6H0Hxts73rucI4L","","","","",408,409,"anonymous","EN","1","2","2",415,"8407-6786-9940-0068","5","0","0","1","1","2","","2","","3","","32","4","","22","regular"
"459","2024-05-23 14:58:08","2024-05-23 15:22:22","0",441,"100","1454","1","2024-05-23 15:22:22","R_1Y51iMqwfAatLY4","","","","",409,410,"anonymous","EN","1","2","2",416,"4808-0095-0521-4341","57","46","38","1","1","1","To get advice","1","","3","","30","3","","91","regular"
"460","2024-05-23 15:01:05","2024-05-23 15:23:18","0",442,"100","1332","1","2024-05-23 15:23:18","R_5pomqpMIzxrMjVQ","","","","",410,411,"anonymous","EN","1","2","2",417,"8126-3059-4950-2197","100","100","100","1","1","1","I wanted to test it out to keep up with advances in AI technology. It was only to test it.","2","","3","","31","3","","25","regular"
"461","2024-05-23 15:05:21","2024-05-23 15:23:29","0",443,"100","1087","1","2024-05-23 15:23:29","R_63UnaBtsnSn7yFC","","","","",411,412,"anonymous","EN","1","2","2",418,"2683-6253-6549-0462","10","5","7","1","1","2","","2","","2","","41","6","","91","regular"
"462","2024-05-23 15:04:40","2024-05-23 15:23:46","0",444,"100","1145","1","2024-05-23 15:23:46","R_5RPoOECgJhR3Zhn","","","","",412,413,"anonymous","EN","1","2","2",419,"4258-7624-4125-3793","16","12","12","1","1","2","","2","","5","","38","3","","44","regular"
"463","2024-05-23 15:06:50","2024-05-23 15:24:02","0",445,"100","1031","1","2024-05-23 15:24:02","R_7S4hDCbnKzBIIdr","","","","",413,414,"anonymous","EN","1","2","2",420,"2838-7640-8566-0868","66","25","26","1","1","2","","2","","3","","44","3","","57","rudimentary"
"464","2024-05-23 15:24:02","2024-05-23 15:25:40","0",446,"100","97","1","2024-05-23 15:25:40","R_6oDXiZkvBY7u1bj","","","","",414,415,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","",""
"465","2024-05-23 15:08:37","2024-05-23 15:26:19","0",447,"100","1062","1","2024-05-23 15:26:20","R_6Hq8bFuL0Ilqcka","","","","",415,416,"anonymous","EN","1","2","2",421,"5727-6188-7553-4715","65","53","73","1","1","1","I've talked to the Snapchat AI companion out of boredom and to see if it could come across as a real person.","1","","3","","22","4","","86","rudimentary"
"466","2024-05-23 15:04:15","2024-05-23 15:26:20","0",448,"100","1324","1","2024-05-23 15:26:21","R_30ugzaMZPw59lLw","","","","",296,297,"anonymous","EN","1","2","2",422,"0378-6917-3196-1628","73","58","70","2","2","2","","2","","3","","42","3","","76","rudimentary"
"467","2024-05-23 15:05:36","2024-05-23 15:26:30","0",449,"100","1253","1","2024-05-23 15:26:30","R_3jNwy8QLJ9MnAnk","","","","",416,417,"anonymous","EN","1","2","2",423,"0628-3008-5427-9458","30","30","30","1","1","1","I used the app to provide me with information and an aggregate opinion on topics that I do not have an authoritative source for.","1","","2","","27","3","","70","regular"
"468","2024-05-23 15:05:54","2024-05-23 15:28:37","0",450,"100","1363","1","2024-05-23 15:28:37","R_1ta9oxvRGRgIZmV","","","","",417,418,"anonymous","EN","1","2","2",424,"4294-5451-6028-1186. ","0","0","0","1","1","2","","2","","3","","43","4","","71","regular"
"469","2024-05-23 15:08:31","2024-05-23 15:28:54","0",451,"100","1223","1","2024-05-23 15:28:54","R_1irQ7loKcNiolIk","","","","",418,419,"anonymous","EN","1","2","2",425,"2257-6211-1531-6650","12","12","15","1","1","1","I used it to help me code little projects","1","","4","","54","1","","77","rudimentary"
"470","2024-05-23 15:09:38","2024-05-23 15:28:57","0",452,"100","1159","1","2024-05-23 15:28:57","R_6rHob1tGAq9g309","","","","",419,420,"anonymous","EN","1","2","2",426,"9119-1281-6580-5821","9","9","10","1","1","1","Looking for ideas for an escape room","2","","3","","54","2","","60","regular"
"471","2024-05-23 15:10:28","2024-05-23 15:29:01","0",453,"100","1112","1","2024-05-23 15:29:01","R_1EdWNoarzfKZd3X","","","","",87,87,"anonymous","EN","1","2","2",427,"8089-4642-7962-0447","74","55","55","1","1","1","Sorry, I did not use a AI companion app before, I only used Chatgpt","2","","3","","69","3","","8","rudimentary"
"472","2024-05-23 15:11:59","2024-05-23 15:29:35","0",454,"100","1056","1","2024-05-23 15:29:36","R_6pDt5QUOjscKQNP","","","","",420,421,"anonymous","EN","1","2","2",428,"6236-9465-2007-1771","79","32","43","1","1","2","","2","","3","","21","3","","63","regular"
"473","2024-05-23 15:08:55","2024-05-23 15:29:53","0",455,"100","1258","1","2024-05-23 15:29:54","R_3DIZjnnZ4RWPsd3","","","","",421,422,"anonymous","EN","1","2","2",429,"7891-8267-2902-8355","21","50","5","1","1","2","","2","","3","","21","8","currently still in college","46","regular"
"474","2024-05-23 15:12:36","2024-05-23 15:30:25","0",456,"100","1069","1","2024-05-23 15:30:26","R_1R9oxUG7yXTKegk","","","","",422,423,"anonymous","EN","1","2","2",430,"7011-8637-0548-4315","100","80","90","1","1","1","I spend a lot of my time alone with my own thoughts and enjoy using them to make me feel less isolated","2","","3","","33","3","","100","rudimentary"
"475","2024-05-23 15:12:58","2024-05-23 15:32:52","0",457,"100","1194","1","2024-05-23 15:32:53","R_7GCQOR37kpA9kVs","","","","",423,424,"anonymous","EN","1","2","2",431,"0817-5555-9560-2452","10","0","0","1","1","2","","1","","6","mexican and white","28","1","","100","rudimentary"
"476","2024-05-23 15:13:02","2024-05-23 15:33:28","0",458,"100","1225","1","2024-05-23 15:33:28","R_1CTzdKlG53Uk7yf","","","","",424,425,"anonymous","EN","1","2","2",432,"9628-2987-7908-0054","100","85","100","1","1","1","It was to help when i was feeling down, and gave me advice on how to change my thinking.","2","","3","","39","3","","97","rudimentary"
"477","2024-05-23 15:13:51","2024-05-23 15:33:39","0",459,"100","1187","1","2024-05-23 15:33:39","R_1QS2quoVsLROw4l","","","","",425,426,"anonymous","EN","1","2","2",433,"9484-4972-0043-9521","100","100","100","1","1","1","I felt alone.","2","","3","","28","1","","45","regular"
"478","2024-05-23 15:15:04","2024-05-23 15:34:15","0",460,"100","1151","1","2024-05-23 15:34:16","R_6qyYvYXTBnhwJF8","","","","",426,427,"anonymous","EN","1","2","2",434,"1089-9642-5211-6747","19","0","0","1","1","1","I've tried various generations of AI companion app to see what they were capable of, and have tried several others for paid feedback.","4","nonbinary","3","","36","4","","0","rudimentary"
"479","2024-05-23 14:53:18","2024-05-23 15:35:02","0",461,"100","2503","1","2024-05-23 15:35:02","R_5P663NJzwirMgtu","","","","",427,428,"anonymous","EN","1","2","2",435,"7201-3873-3669-5835","61","42","36","1","1","2","","2","","1","","21","3","","97","regular"
"480","2024-05-23 15:18:18","2024-05-23 15:35:19","0",462,"100","1020","1","2024-05-23 15:35:19","R_3rV4GimUdGx3rLT","","","","",428,429,"anonymous","EN","1","2","2",436,"5046-1836-9786-3338","0","0","0","1","1","2","","2","","3","","67","4","","40","regular"
"481","2024-05-23 15:16:58","2024-05-23 15:35:24","0",463,"100","1106","1","2024-05-23 15:35:25","R_1Va1bN1S6I8lzr7","","","","",429,430,"anonymous","EN","1","2","2",437,"5249-0599-3999-6752","92","92","93","1","1","2","","2","","3","","62","7","","50","rudimentary"
"482","2024-05-23 15:33:05","2024-05-23 15:36:40","0",464,"100","214","1","2024-05-23 15:36:40","R_1JhgtiaexCslGGl","","","","",430,431,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","",""
"483","2024-05-23 15:18:23","2024-05-23 15:37:03","0",465,"100","1120","1","2024-05-23 15:37:04","R_3IsSnMlDKVTgKNr","","","","",431,432,"anonymous","EN","1","2","2",438,"4581-2830-0226-2083","32","20","20","1","1","1","To talk about my problems and get advice. To help me feel better.","2","","3","","56","4","","98","regular"
"484","2024-05-23 15:20:45","2024-05-23 15:38:06","0",466,"100","1040","1","2024-05-23 15:38:07","R_3PXXHmG7oeN7K93","","","","",432,433,"anonymous","EN","1","2","2",439,"8858-4816-1677-4920","9","0","5","1","1","2","","2","","3","","19","3","","82","regular"
"485","2024-05-23 15:18:47","2024-05-23 15:39:15","0",467,"100","1227","1","2024-05-23 15:39:16","R_3lrC04IuxemZwJb","","","","",433,434,"anonymous","EN","1","2","2",440,"3343-4585-6497-5573","0","0","0","1","1","2","","2","","4","","30","3","","100","regular"
