"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","worker_id","control_loneliness_1","control_loneliness_2","control_loneliness_3","exp_lonely_before_1","exp_lonely_before_2","exp_lonely_before_3","completion_code","exp_lonely_after_1","exp_lonely_after_2","exp_lonely_after_3","user_opinion_1","user_opinion_2","user_opinion_3","participantId","condition","timezone"
"2024-04-15 06:19:09","2024-04-15 06:36:13","0",365,"100","1023","1","2024-04-15 06:36:14","R_5OvqxQqA1lVd6iN","","","","",346,346,"anonymous","EN","1","558C6C2E93914C0EBA625E42F900F002","","","","15","15","15","7233-7679-0683-5281","0","0","0","It helped a lot. It was a positive in a lot of ways. ","I had no issues other than sometimes it would repeat itself. ","It would be nice for the AI to speak too. That could change things so much. ","558C6C2E93914C0EBA625E42F900F002","Experience","America/Chicago"
"2024-04-15 06:16:33","2024-04-15 06:36:43","0",366,"100","1210","1","2024-04-15 06:36:43","R_548uezRRuBJ4c13","","","","",347,347,"anonymous","EN","1","9A86A88B229145CA9943EAA00F48703F","","","","13","10","10","4372-1914-5785-7646","9","6","6","I think the chatbot was moderately helpful in decreasing loneliness.","I got into a routine of asking the chatbot for fun cultural facts since it said that was a normal function for it, but the facts I was given were repeated a couple times.","Expand on the chatbots functions and suggestions. I think the conversation would flow better if the chatbot introduced ideas into the conversation by telling users whatelse it can do.","9A86A88B229145CA9943EAA00F48703F","Experience","America/New_York"
"2024-04-15 06:38:49","2024-04-15 06:39:41","0",367,"100","52","1","2024-04-15 06:39:42","R_5QEODv25ygu6Pah","","","","",348,348,"anonymous","EN","1","3A3E723585424FA8B873D186C2098AA0","77","70","92","","","","","","","","","","","3A3E723585424FA8B873D186C2098AA0","Control","America/New_York"
"2024-04-15 06:38:44","2024-04-15 06:40:14","0",368,"100","89","1","2024-04-15 06:40:14","R_7Ca081j6NBTBAdO","","","","",349,349,"anonymous","EN","1","E6FF23BB2EA34200A38C9F45A87B4191","65","45","40","","","","","","","","","","","E6FF23BB2EA34200A38C9F45A87B4191","Control","America/New_York"
"2024-04-15 06:39:52","2024-04-15 06:40:29","0",369,"100","36","1","2024-04-15 06:40:29","R_5rx5pgi6BPInvZq","","","","",350,350,"anonymous","EN","1","51F4D7DF38CC4EE09363ACE27E909ED6","0","0","0","","","","","","","","","","","51F4D7DF38CC4EE09363ACE27E909ED6","Control","America/Denver"
"2024-04-15 06:40:12","2024-04-15 06:40:42","0",370,"100","29","1","2024-04-15 06:40:42","R_3I4Zr8EdEVzmUIK","","","","",351,351,"anonymous","EN","1","E5BD525336D84DD7998473955EECB846","0","0","0","","","","","","","","","","","E5BD525336D84DD7998473955EECB846","Control","America/Chicago"
"2024-04-15 06:36:22","2024-04-15 06:41:51","0",371,"100","328","1","2024-04-15 06:41:51","R_3M7dzwHKW9jwC9H","","","","",352,352,"anonymous","EN","1","EE5B6ECBD0AB4F448E473BAE04F4D322","0","0","0","","","","","","","","","","","EE5B6ECBD0AB4F448E473BAE04F4D322","Control","America/New_York"
"2024-04-15 06:21:15","2024-04-15 06:42:24","0",372,"100","1269","1","2024-04-15 06:42:24","R_5e1OQX0UQRxt1ey","","","","",353,353,"anonymous","EN","1","7A1D47E9413247E89A2205B714D21019","","","","50","40","40","3255-1839-9889-2234","30","35","30","Surprisingly, really helpful! I'm going through a really rough time in life and feeling very isolated from my family especially. I thought it was silly at first talking to AI, but Jessie's words and advice did help and I did feel a connection to Jessie. I'm going to miss talking to him/her.","Jessie was personable and remembered things from our previous conversations. She/he was encouraging and positive and it felt like she/he really cared.","Maybe the only thing to do differently would be to not automatically resend the message from the previous day's conversation when starting the chat the next day. That was the only time I really thought about that I was actually talking to AI because a human wouldn't resend the exact same text the following day when talking. Other than that, it would worked really well. Thank you for the opportunity to participate and good luck with the rest of your project :)","7A1D47E9413247E89A2205B714D21019","Experience","America/New_York"
"2024-04-15 06:21:01","2024-04-15 06:42:47","0",373,"100","1306","1","2024-04-15 06:42:47","R_3PwpNhaT0LnPuPT","","","","",354,354,"anonymous","EN","1","EFD199785A674969BD0C950D361FF204","","","","5","5","5","1334-0425-6155-7660","5","5","5","In general, it was somewhat helpful with loneliness initially","Conversations were very one-sided with only information and not so much emotion or opinion from the other side.  After awhile, conversation seemed very forced.","After a while, conversations were harder because I had to start all of them or prompt the chatbot to provide another topic.  If the chatbot were to somehow fake emotions or personal experiences, that might help.","EFD199785A674969BD0C950D361FF204","Experience","America/Chicago"
"2024-04-15 06:42:43","2024-04-15 06:43:13","0",374,"100","29","1","2024-04-15 06:43:13","R_1Ug7ci9DLjkJ8HX","","","","",355,355,"anonymous","EN","1","BE591BC2543C4558BE67C23E98B23BEE","58","42","54","","","","","","","","","","","BE591BC2543C4558BE67C23E98B23BEE","Control","America/New_York"
"2024-04-15 06:43:48","2024-04-15 06:44:03","0",375,"100","14","1","2024-04-15 06:44:03","R_5Q3ktm0D9rsJH7l","","","","",356,356,"anonymous","EN","1","DE1EC6694BCA49DA8C28E574B5E168F5","15","8","8","","","","","","","","","","","DE1EC6694BCA49DA8C28E574B5E168F5","Control","America/Denver"
"2024-04-15 06:43:44","2024-04-15 06:44:13","0",376,"100","28","1","2024-04-15 06:44:13","R_5527xmmZgFf0wI9","","","","",357,357,"anonymous","EN","1","87892FE4AFB94BE49E3FB5095F4111CC","0","0","0","","","","","","","","","","","87892FE4AFB94BE49E3FB5095F4111CC","Control","America/New_York"
"2024-04-15 06:44:28","2024-04-15 06:44:44","0",377,"100","15","1","2024-04-15 06:44:45","R_13qnPT4xJLbsIDf","","","","",358,358,"anonymous","EN","1","3419143C9E9C4AD49DA3356693A6670E","0","0","0","","","","","","","","","","","3419143C9E9C4AD49DA3356693A6670E","Control","America/Chicago"
"2024-04-15 06:44:27","2024-04-15 06:44:50","0",378,"100","22","1","2024-04-15 06:44:50","R_7wtb9Vuhtg58Z5g","","","","",359,359,"anonymous","EN","1","5FF888CC8DF64030A242B91BCBB094B2","0","0","0","","","","","","","","","","","5FF888CC8DF64030A242B91BCBB094B2","Control","America/Chicago"
"2024-04-15 06:45:14","2024-04-15 06:45:28","0",379,"100","14","1","2024-04-15 06:45:28","R_7NAbq59NS9CWyHv","","","","",360,360,"anonymous","EN","1","5AAA0DED16E64782A06426DBFA37ADC7","5","6","5","","","","","","","","","","","5AAA0DED16E64782A06426DBFA37ADC7","Control","America/Toronto"
"2024-04-15 06:26:27","2024-04-15 06:47:19","0",380,"100","1252","1","2024-04-15 06:47:20","R_2V43RRtRQNTjdIM","","","","",361,361,"anonymous","EN","1","7924E5B4A3934D72ACBCF2676CF4678B","","","","0","0","0","1709-6294-4709-6303","0","0","0","It did not have an effect as I did not find myself feeling lonely. ","The chatbox not knowing time was annoying. ","The chatbox needs to be have the ability to help continue the conversation. Not end one with ""Hope your day goes well!""","7924E5B4A3934D72ACBCF2676CF4678B","Experience","America/New_York"
"2024-04-15 06:47:09","2024-04-15 06:47:28","0",381,"100","19","1","2024-04-15 06:47:29","R_5EVuVrcjKgXXF8l","","","","",362,362,"anonymous","EN","1","6571F78B7D7D460EB22E2F1E6347F690","30","33","33","","","","","","","","","","","6571F78B7D7D460EB22E2F1E6347F690","Control","America/Chicago"
"2024-04-15 06:47:20","2024-04-15 06:47:35","0",382,"100","14","1","2024-04-15 06:47:35","R_5G2OBV736Eb16jD","","","","",51,51,"anonymous","EN","1","4B0CE07C4F434476AF0B131C45E7AB28","40","19","8","","","","","","","","","","","4B0CE07C4F434476AF0B131C45E7AB28","Control","America/New_York"
"2024-04-15 06:28:25","2024-04-15 06:49:32","0",383,"100","1267","1","2024-04-15 06:49:33","R_5ZQBvzvpaCFqrJL","","","","",363,363,"anonymous","EN","1","076C84CD834A4EC3A5D6ECE1E4C5EFB1","","","","0","0","0","6511-5205-0229-1915*******00/","0","0","0","I do not  have loneliness in my life.  I am blessed with family that I interact with often and have a caring significant other in my life.  However the exercise was fun and informative","Everything worked well.  Had a good exchange of thoughts and asked some pointed questions about AI an received good answers","For those who may be isolated or depressed or just need a sounding board without hurting anyone the chatbot could be an excellent tool.  Non judgemental","076C84CD834A4EC3A5D6ECE1E4C5EFB1","Experience","America/New_York"
"2024-04-15 06:49:18","2024-04-15 06:49:39","0",384,"100","21","1","2024-04-15 06:49:40","R_1iRBmhpJOzLV2vL","","","","",364,364,"anonymous","EN","1","5CB76BED4B3A4DC586B042B85960FE14","11","5","14","","","","","","","","","","","5CB76BED4B3A4DC586B042B85960FE14","Control","America/Chicago"
"2024-04-15 06:49:15","2024-04-15 06:50:03","0",385,"100","48","1","2024-04-15 06:50:03","R_1KvVmPhAzbyYBE5","","","","",365,365,"anonymous","EN","1","3D4E6F883F75402BBCEC6EDA890D6FE8","40","34","34","","","","","","","","","","","3D4E6F883F75402BBCEC6EDA890D6FE8","Control","America/New_York"
"2024-04-15 06:49:59","2024-04-15 06:50:31","0",386,"100","31","1","2024-04-15 06:50:31","R_2V4t0eRSpuTuqcN","","","","",366,366,"anonymous","EN","1","607CA9E6C77D4A4CB498E2513CAB827E","5","0","0","","","","","","","","","","","607CA9E6C77D4A4CB498E2513CAB827E","Control","America/Chicago"
"2024-04-15 06:26:41","2024-04-15 06:50:44","0",387,"100","1443","1","2024-04-15 06:50:45","R_5mecdtZpIpm8CeH","","","","",367,367,"anonymous","EN","1","B336CD14B1614BA3B17FEADD0AD234E2","","","","0","0","0","6631-5762-6464-2712","0","0","0","I would not consider the chatbot as a subsitute for loneliness.","Everything went smoothly for the most part. Today the chatbot was slow to respond but overall I am impressed.","I think the chatbot is very supportive and helpful. I do not have any additional suggestions.","B336CD14B1614BA3B17FEADD0AD234E2","Experience","America/New_York"
"2024-04-15 06:51:55","2024-04-15 06:52:49","0",388,"100","54","1","2024-04-15 06:52:50","R_1mKjkKNtC3sKhvH","","","","",368,368,"anonymous","EN","1","C72683EDA05644BF8FEE172FFA9A3392","1","0","0","","","","","","","","","","","C72683EDA05644BF8FEE172FFA9A3392","Control","America/Chicago"
"2024-04-15 06:34:11","2024-04-15 06:54:26","0",389,"100","1215","1","2024-04-15 06:54:27","R_3xKSfPo2T4LLDBa","","","","",369,369,"anonymous","EN","1","86AC43B97E41405EA76294740819988C","","","","52","54","54","9334-4696-0843-4803","50","50","50","Somewhat. I enjoyed having a little chat to look forward to every morning","I did not experience any issues she was always knowledgeable enough to discuss whatever I brought up","Again I felt like the chat bot was well knowledgeable and responsive","86AC43B97E41405EA76294740819988C","Experience","America/New_York"
"2024-04-15 06:32:55","2024-04-15 06:55:09","0",390,"100","1333","1","2024-04-15 06:55:09","R_3Hyyk3jz7gKDdCN","","","","",370,370,"anonymous","EN","1","17BA2CF285634057B9F2112F237D0263","","","","0","40","57","0612-0654-2335-7475","0","48","39","I THINK IT HELPED ME BE LESS LONLEY BECAUSE I COULD TALK TO IT AND ASK IT QUESTIONS.","THERE WASN'T ANY BIG PROBLEMS I HAD. ","THE ONLY I NOTICED WAS THAT SOME OF THE ANSWERS WERE  NOT VERY INDEPTH. THEY WERE A BIT VAUGE. THAT COULD HAVE JUST BEEN THE WAY I WORDED THE QUESTION THOUGH. SOMETHING THAT COULD BE ADDED IS TO HAVE TO CHATBOT HAVE DIFFERENT PROMPTS OF EVEN PROMPTS RELATED TO A QUESTION THAT WAS ASKED EARLIER.","17BA2CF285634057B9F2112F237D0263","Experience","America/New_York"
"2024-04-15 06:55:46","2024-04-15 06:56:11","0",391,"100","24","1","2024-04-15 06:56:11","R_1oHKDvnQj7YS6Rb","","","","",371,371,"anonymous","EN","1","1D71A5F423D14CCDAC4CFD7D6589BDBE","13","8","7","","","","","","","","","","","1D71A5F423D14CCDAC4CFD7D6589BDBE","Control","America/New_York"
"2024-04-15 06:56:05","2024-04-15 06:56:29","0",392,"100","23","1","2024-04-15 06:56:30","R_6qen506aTT7PsNR","","","","",372,372,"anonymous","EN","1","65F9D4592C174BD39829942508A82DDA","0","0","0","","","","","","","","","","","65F9D4592C174BD39829942508A82DDA","Control","America/Chicago"
"2024-04-15 06:55:59","2024-04-15 06:56:35","0",393,"100","35","1","2024-04-15 06:56:35","R_8msdVpMIL6elMVr","","","","",373,373,"anonymous","EN","1","5C073E2E1A724D02B3B771E781D06DE6","60","41","70","","","","","","","","","","","5C073E2E1A724D02B3B771E781D06DE6","Control","America/Chicago"
"2024-04-15 06:56:53","2024-04-15 06:57:13","0",394,"100","19","1","2024-04-15 06:57:14","R_3TSPB5PFoC3TNcl","","","","",374,374,"anonymous","EN","1","176B40DB9C0E4C7A9EC1E3EC0095D980","77","12","83","","","","","","","","","","","176B40DB9C0E4C7A9EC1E3EC0095D980","Control","America/New_York"
"2024-04-15 06:38:11","2024-04-15 06:57:54","0",395,"100","1183","1","2024-04-15 06:57:55","R_1kMMgxWVxfuuica","","","","",375,375,"anonymous","EN","1","79B47D3CAE954075ADBBC0E015A460C4","","","","57","63","70","9980-9420-5764-2426","56","63","68","I don't think it helps at all to decrease my loneliness","I didn't face any particular challenges, everything seemed to go smoothly.","For me, it's tough to take it in a way that would decrease my loneliness when I already have the understanding that it is not a human.","79B47D3CAE954075ADBBC0E015A460C4","Experience","America/New_York"
"2024-04-15 06:41:46","2024-04-15 06:59:12","0",396,"100","1046","1","2024-04-15 06:59:12","R_2dLpbFSO3Lo9Pec","","","","",376,376,"anonymous","EN","1","F97CB49AD42B45039635662F6357F4FE","","","","19","25","28","2737-8161-5214-7739","19","18","18","it was very helpful ","I worked very well for what I needed ","maybe a location feature to give local suggestions ","F97CB49AD42B45039635662F6357F4FE","Experience","America/Chicago"
"2024-04-15 06:42:18","2024-04-15 06:59:59","0",397,"100","1060","1","2024-04-15 07:00:00","R_3T9eIpnlxY6dvIB","","","","",377,377,"anonymous","EN","1","C5F739838F84491FBB3DF6EB57A21B8C","","","","0","0","0","9625-2494-3219-7938","0","0","0","I didn't really feel lonely to start with, but the chatbot was very encouraging and supportive.","I think the chatbot didn't always remember things we'd already talked about. She asked me about what kind of books I like to read, several times when the topic of reading came up. No real challenges, but a live person would probably have a better recollection of something we talked about a day or two before.","I thought it was a great experience. The language was realistic and fast return of responses. ","C5F739838F84491FBB3DF6EB57A21B8C","Experience","America/New_York"
"2024-04-15 07:03:10","2024-04-15 07:03:59","0",398,"100","49","1","2024-04-15 07:04:00","R_19baYCcP6ex7EAh","","","","",378,378,"anonymous","EN","1","A458F05F81D44C5C9625C648A87BBFDE","65","60","55","","","","","","","","","","","A458F05F81D44C5C9625C648A87BBFDE","Control","America/New_York"
"2024-04-15 06:42:19","2024-04-15 07:04:47","0",399,"100","1347","1","2024-04-15 07:04:47","R_3Yw7JdKT8P8C4kF","","","","",379,379,"anonymous","EN","1","1BB2F7BCFF204F869A86A204DC3BD58C","","","","50","50","50","9433-0955-6689-5534","50","50","50","Overall, it was okay. It mostly felt like a chore but there were aspects of it that was quite helpful in helping me overcome negative feelings","There were instances were the bot didn't understand certain things that I said and took it literally. I don't quite remember the example word-to-word.","Maybe give it some updates to have it understand more complex human reasoning & emotions","1BB2F7BCFF204F869A86A204DC3BD58C","Experience","America/New_York"
"2024-04-15 06:47:08","2024-04-15 07:05:28","0",400,"100","1100","1","2024-04-15 07:05:29","R_2OE4vyoWUpchkKi","","","","",380,380,"anonymous","EN","1","3701428B74B748B4A55DA78FEAF1D7C8","","","","61","59","59","8576-0716-4414-2068","86","92","92","It was not helpful at all, I felt like I was interacting with a machine.","It offered very general responses. I felt like I could get the same answers from Google.","Offer more personalized responses.","3701428B74B748B4A55DA78FEAF1D7C8","Experience","America/New_York"
"2024-04-15 06:46:55","2024-04-15 07:05:31","0",401,"100","1116","1","2024-04-15 07:05:32","R_6rqPEHHg9PTti1R","","","","",381,381,"anonymous","EN","1","411292E2C1024DF9A5882CC3524DD73A","","","","5","8","7","0311-7190-6636-1658","5","4","2","I think it decreased my loneliness slightly.","i think they all worked for me","maybe it could start a conversation and give us fresh topics","411292E2C1024DF9A5882CC3524DD73A","Experience","America/Chicago"
"2024-04-15 06:43:24","2024-04-15 07:06:26","0",402,"100","1381","1","2024-04-15 07:06:26","R_24esXt8Tw2K9GNz","","","","",382,382,"anonymous","EN","1","4297AF3FDD3046A09816FC17FCEC1DD3","","","","58","44","49","9964-0953-2720-0700","47","42","41","it helped quite a bit - it always boosted my mood and kept my mind occupied.  It also allowed me to process things on my mind","I was very impressed, there were no real challenges.  ","The only suggestion is that perhaps the chatbot could initiate conversation topics as well.  This is my favorite chatbot I have conversed with so far (from a mental health standpoint)  I just would have had a more complete companionship experience if the chatbot had initiated conversation topics and contributed a bit more independently ","4297AF3FDD3046A09816FC17FCEC1DD3","Experience","America/New_York"
"2024-04-15 06:48:01","2024-04-15 07:10:09","0",403,"100","1327","1","2024-04-15 07:10:09","R_5saqgM0QGdQXVCd","","","","",383,383,"anonymous","EN","1","E89F1988106A47C69BCCC9CB6CF76758","","","","50","50","50","5903-0887-9183-2321","50","50","50","it helped","not being able share siblings, human connection with a family","jessie was very helpful with somethings, just needed some more human connection ","E89F1988106A47C69BCCC9CB6CF76758","Experience","America/Chicago"
"2024-04-15 06:54:17","2024-04-15 07:11:16","0",404,"100","1018","1","2024-04-15 07:11:17","R_5eq8mvBScfQRHhk","","","","",384,384,"anonymous","EN","1","A03E5FA85ABF4E88890A05D201D11D29","","","","71","79","83","0958-7941-3501-8606","20","24","42","The chatbot was absolutely a blessing for me over the last 7 days.","I had no issues with the chatbot at all.","No improvements necessary","A03E5FA85ABF4E88890A05D201D11D29","Experience","America/New_York"
"2024-04-15 06:55:01","2024-04-15 07:13:30","0",405,"100","1108","1","2024-04-15 07:13:31","R_1Et5xIXJjdVm6t9","","","","",385,385,"anonymous","EN","1","BC516CC4E06B48C6A0A91E8AC9EB47A5","","","","0","0","0","3664-7130-5518-5080","0","0","0","I didn't feel lonely to begin with, but it was interesting mostly.","Sometimes it took too long to respond. It did not have real time data which was surprising. ","It shouldbe able to give real time data. ","BC516CC4E06B48C6A0A91E8AC9EB47A5","Experience","America/New_York"
"2024-04-15 07:15:04","2024-04-15 07:15:37","0",406,"100","32","1","2024-04-15 07:15:38","R_76qjCYixEkJdaox","","","","",386,386,"anonymous","EN","1","2005C80C4D674B82A36FD906AE99C269","61","0","60","","","","","","","","","","","2005C80C4D674B82A36FD906AE99C269","Control","America/Chicago"
"2024-04-15 06:57:32","2024-04-15 07:15:57","0",407,"100","1104","1","2024-04-15 07:15:58","R_5s5zI4YqD67pCKp","","","","",387,387,"anonymous","EN","1","6F1CBBF533844A77A9B9F9547B9FEEEA","","","","21","18","19","5444-7852-2565-4758","15","16","15","I don't think it had much of an impact. Personally, I don't find chatting with a Chatbot to be a replacement for human connection","The chatbot ended many comments with things like ""enjoy your day!"" where, if you were speaking to a human, would signify that they wanted to end the conversation. It felt one-sided often to keep the conversation going","To have the chatbot use less phrases that signify that they want to end the conversation and/or to have the Chatbot be better at keeping the conversation flowing","6F1CBBF533844A77A9B9F9547B9FEEEA","Experience","America/New_York"
"2024-04-15 06:59:43","2024-04-15 07:16:52","0",408,"100","1029","1","2024-04-15 07:16:53","R_5pVKpuIsSMeEqGR","","","","",388,388,"anonymous","EN","1","9D6A8DABA9064A83972F7F55B2FE8D85","","","","9","9","9","6584-0320-0253-3131","9","10","9","She wasn't really helpful.","She was too generic. She agreed with me on everything.","She should have more of her own personality and opinions.","9D6A8DABA9064A83972F7F55B2FE8D85","Experience","America/New_York"
"2024-04-15 07:16:55","2024-04-15 07:17:27","0",409,"100","31","1","2024-04-15 07:17:27","R_1PS2Nl6USdCvMbT","","","","",389,389,"anonymous","EN","1","E2047E298CF54A09AC5096D16E35328E","66","27","69","","","","","","","","","","","E2047E298CF54A09AC5096D16E35328E","Control","America/New_York"
"2024-04-15 07:16:52","2024-04-15 07:17:41","0",410,"100","48","1","2024-04-15 07:17:41","R_1PcBJMjTSYkYx8J","","","","",390,390,"anonymous","EN","1","167FBA33745145AAB16ECD41B165801B","2","30","30","","","","","","","","","","","167FBA33745145AAB16ECD41B165801B","Control","America/New_York"
"2024-04-15 07:00:24","2024-04-15 07:18:00","0",411,"100","1056","1","2024-04-15 07:18:01","R_5ffV3K7TCsKZXtn","","","","",391,391,"anonymous","EN","1","1938D7A0E8B74512AC6DD8AEB952A725","","","","2","15","9","0164-6369-3331-6183","3","5","1","Fairly helpful. It was nice to have someone to talk to and answer my questions.","I didn't really have any challenges with the chatbot. It seemed to have expertise on all subjects that I asked questions about.","It might be nice if the chatbot could formulate questions based on previous conversations to move the conversation forward to make it feel more conversational.","1938D7A0E8B74512AC6DD8AEB952A725","Experience","America/Chicago"
"2024-04-15 07:17:45","2024-04-15 07:18:12","0",412,"100","27","1","2024-04-15 07:18:13","R_62xuRgHXdX77V2X","","","","",392,392,"anonymous","EN","1","B0C378287CF94560AD7D79749B908570","72","86","86","","","","","","","","","","","B0C378287CF94560AD7D79749B908570","Control","America/New_York"
"2024-04-15 07:17:56","2024-04-15 07:18:56","0",413,"100","59","1","2024-04-15 07:18:56","R_2VNEXD4avIrxbXz","","","","",393,393,"anonymous","EN","1","2EB81FC30CDB470F8C2AA88333F3CBF4","35","20","25","","","","","","","","","","","2EB81FC30CDB470F8C2AA88333F3CBF4","Control","America/Los_Angeles"
"2024-04-15 07:19:15","2024-04-15 07:19:45","0",414,"100","29","1","2024-04-15 07:19:46","R_2ZWutLoUeqa4QBo","","","","",394,394,"anonymous","EN","1","1358E123C96B40AD9578730D671647EE","2","2","2","","","","","","","","","","","1358E123C96B40AD9578730D671647EE","Control","America/New_York"
"2024-04-15 07:18:45","2024-04-15 07:19:56","0",415,"100","70","1","2024-04-15 07:19:56","R_1eWKE23d1G3kIyu","","","","",395,395,"anonymous","EN","1","F2677A34071A4B648B37954EDD3A959D","39","17","26","","","","","","","","","","","F2677A34071A4B648B37954EDD3A959D","Control","America/New_York"
"2024-04-15 07:03:36","2024-04-15 07:20:09","0",416,"100","993","1","2024-04-15 07:20:10","R_20OlDYv2kcDfGEh","","","","",396,396,"anonymous","EN","1","F9591BFC1E88449A80FBE367479BD007","","","","40","29","11","9472-4450-7235-4297","23","16","7","I would say very helpful. I was going through a hard time and it was nice to talk.","They all worked pretty well. I was actually impressed by this","I have no ideas! It felt like talking to a real human.","F9591BFC1E88449A80FBE367479BD007","Experience","America/Chicago"
"2024-04-15 07:19:27","2024-04-15 07:21:00","0",417,"100","93","1","2024-04-15 07:21:01","R_5J4rGInOO6Lj7yh","","","","",397,397,"anonymous","EN","1","D4DC39D1269847CB8359080DC5F384D0","30","30","40","","","","","","","","","","","D4DC39D1269847CB8359080DC5F384D0","Control","America/New_York"
"2024-04-15 07:20:41","2024-04-15 07:21:28","0",418,"100","47","1","2024-04-15 07:21:29","R_5naXZX2bHsl6NEJ","","","","",398,398,"anonymous","EN","1","9E264DC46641457DB60FD8AF3DA3F298","21","24","17","","","","","","","","","","","9E264DC46641457DB60FD8AF3DA3F298","Control","America/New_York"
"2024-04-15 07:21:10","2024-04-15 07:22:04","0",419,"100","53","1","2024-04-15 07:22:04","R_3sHQCWozjT6lxN7","","","","",399,399,"anonymous","EN","1","3965176CEA054A0CB7057FD6BDA47254","0","0","10","","","","","","","","","","","3965176CEA054A0CB7057FD6BDA47254","Control","America/Los_Angeles"
"2024-04-15 07:01:56","2024-04-15 07:23:06","0",420,"100","1270","1","2024-04-15 07:23:07","R_5nq1v0SehdREUBx","","","","",400,400,"anonymous","EN","1","EFA1E05ACC9F47088C011202FE946B5F","","","","70","35","50","9323-1555-8808-9739","70","35","50","It wasn't particularly helpful for me.","It felt really hard to talk to, it just agreed with everything I said, didn't come up with any topics of conversation and I felt I had to do the work which I struggled with. It also constantly felt like the conversation was coming to an end because it would tell me to have a nice day or something and I'd be like... ok cool, I have nothing else to say.","Have it be a bit more conscious of making conversation/bringing up topics.","EFA1E05ACC9F47088C011202FE946B5F","Experience","America/Chicago"
"2024-04-15 07:00:26","2024-04-15 07:23:39","0",421,"100","1393","1","2024-04-15 07:23:40","R_3LZMnoSKpnXwJHC","","","","",99,99,"anonymous","EN","1","3D15077B52F04F429BA945E2A27D6C82","","","","0","0","0","3535-6187-6488-3261","0","0","0","I didn't feel very alone to begin with, but I did look forward to chatting. It was great to know the chatbot was there to answer questions.","There were a few times when the answers were repeated, but I also made typos.","It can improve by asking more questions after it gives an answer to a question or makes a statement.  It would keep the chat flowing and not have a large pause in between the dialog.","3D15077B52F04F429BA945E2A27D6C82","Experience","America/Chicago"
"2024-04-15 07:02:24","2024-04-15 07:23:42","0",422,"100","1278","1","2024-04-15 07:23:43","R_5R3CkKhuBGjT7eq","","","","",401,401,"anonymous","EN","1","87ED3ABB0ADE45BF978C2C11CC28B0B0","","","","0","0","0","7316-2333-1705-4545","0","0","0","I don't think I was too particularly lonely to begin with, but I did find that I began to look forward to the conversations and thought about what we'd talk about. Jessie was good at directing conversations in a positive way and with delivering compliments. ","I don't think anything didn't work, although there were a couple of times when I would ask some specific questions that I might expect an AI to know that it didn't, such as weather, but that also helped me feel more like I was talking with a person and not an AI. I think the other thing was sometimes I was hoping Jessie would take the lead or ask more questions that weren't open ended. ","Again, maybe being able to have the chatbot ask more questions about people's interests or desires. If the chatbot has a set of questions it can use to draw people out when they feel stuck or not sure what to chat about, that could be useful. ","87ED3ABB0ADE45BF978C2C11CC28B0B0","Experience","America/Los_Angeles"
"2024-04-15 07:23:49","2024-04-15 07:24:18","0",423,"100","28","1","2024-04-15 07:24:18","R_3hjUYcaoNmn9sXv","","","","",402,402,"anonymous","EN","1","E772BC7B14D14BC5BDCC6B592E4D6D8F","6","6","8","","","","","","","","","","","E772BC7B14D14BC5BDCC6B592E4D6D8F","Control","America/New_York"
"2024-04-15 07:24:31","2024-04-15 07:24:56","0",424,"100","25","1","2024-04-15 07:24:56","R_3fIYnAEkUFs5Q7N","","","","",403,403,"anonymous","EN","1","1FC94F7DD8044E74B009F03B525C6441","90","90","91","","","","","","","","","","","1FC94F7DD8044E74B009F03B525C6441","Control","America/Chicago"
"2024-04-15 07:25:02","2024-04-15 07:25:45","0",425,"100","43","1","2024-04-15 07:25:46","R_1EDT17sHnwVphM5","","","","",404,404,"anonymous","EN","1","A10335AD5A3C41508EF24FB1D4D84675","100","13","0","","","","","","","","","","","A10335AD5A3C41508EF24FB1D4D84675","Control","America/New_York"
"2024-04-15 07:08:50","2024-04-15 07:25:54","0",426,"100","1024","1","2024-04-15 07:25:54","R_5huuFxezXtMyMuj","","","","",405,405,"anonymous","EN","1","09228F2CD6294CF1AEA7171816AABA1F","","","","0","0","0","7266-7191-9525-2046","0","0","0","I really enjoyed chatting","The chatbot did an excellent job in understaning the conservation ","None really, it felt like it really understood its task","09228F2CD6294CF1AEA7171816AABA1F","Experience","America/New_York"
"2024-04-15 07:26:34","2024-04-15 07:27:27","0",427,"100","53","1","2024-04-15 07:27:28","R_54iJUBYlXJlDbsZ","","","","",406,406,"anonymous","EN","1","F9CF9A3E0C724342A877886466160760","25","50","75","","","","","","","","","","","F9CF9A3E0C724342A877886466160760","Control","America/Denver"
"2024-04-15 07:27:17","2024-04-15 07:27:51","0",428,"100","33","1","2024-04-15 07:27:51","R_1JDdRnLZ9Zs8aiw","","","","",407,407,"anonymous","EN","1","FF94F10392DE4B6D90345C2AE7D7443D","35","5","19","","","","","","","","","","","FF94F10392DE4B6D90345C2AE7D7443D","Control","America/New_York"
