"","X","conversation","start_time","duration_in_mins","human_word_amt","turns","chatbot_word_amt","id","contains_loneliness_dict","detected_loneliness_msgs","full_conversation","loneliness_message_pairs","contains_loneliness_llm"
"1496",1495,"Anonymized","2022-02-22 20:12:15",118.33,351,51,236,"WYDA97KPSR_2022-02-22 20:12:15","False","","Anonymized","Anonymized",0
"1497",1496,"Anonymized","2022-02-22 04:04:51",17.32,210,76,264,"WYDNQ8NZ7D_2022-02-22 04:04:51","False","","Anonymized","Anonymized",0
"1498",1497,"Anonymized","2022-02-22 11:02:52",30.68,186,77,293,"MCGCP35R56_2022-02-22 11:02:52","False","","Anonymized","Anonymized",0
"1499",1498,"Anonymized","2022-02-22 03:21:26",72.68,318,77,276,"MCGR8K83IT_2022-02-22 03:21:26","False","","Anonymized","Anonymized",0
"1500",1499,"Anonymized","2022-02-22 21:23:18",13.52,237,77,385,"WXBQ9B73W9_2022-02-22 21:23:18","False","","Anonymized","Anonymized",0
"1501",1500,"Anonymized","2022-02-22 19:31:13",43.87,284,77,322,"WXDE5EJQSR_2022-02-22 19:31:13","False","","Anonymized","Anonymized",0
"1502",1501,"Anonymized","2022-02-22 20:22:22",19.98,352,77,344,"WYBE4EJ4C4_2022-02-22 20:22:22","False","","Anonymized","Anonymized",0
"1503",1502,"Anonymized","2022-02-22 04:24:34",18.2,266,77,323,"WYD8OPXF8I_2022-02-22 04:24:34","False","","Anonymized","Anonymized",0
"1504",1503,"Anonymized","2022-02-22 06:19:16",26.7,427,76,400,"WYDRGSCVPW_2022-02-22 06:19:16","False","","Anonymized","Anonymized",0
"1505",1504,"Anonymized","2022-02-22 07:29:25",0,2,1,2,"WYDRGSCVPW_2022-02-22 07:29:25","False","","Anonymized","Anonymized",0
"1506",1505,"Anonymized","2022-02-22 14:00:09",34.53,209,52,236,"WYDZB9WQEA_2022-02-22 14:00:09","False","","Anonymized","Anonymized",0
"1507",1506,"Anonymized","2022-02-22 18:18:44",31.8,66,25,116,"WYDZB9WQEA_2022-02-22 18:18:44","False","","Anonymized","Anonymized",0
"1508",1507,"Anonymized","2022-02-22 15:31:20",19.73,264,78,366,"MCGQXG6TRD_2022-02-22 15:31:20","False","","Anonymized","Anonymized",0
"1509",1508,"Anonymized","2022-02-22 18:24:39",17.72,266,71,288,"MCGYKTXXYL_2022-02-22 18:24:39","False","","Anonymized","Anonymized",0
"1510",1509,"Anonymized","2022-02-22 20:45:40",1.28,32,7,30,"MCGYKTXXYL_2022-02-22 20:45:40","False","","Anonymized","Anonymized",0
"1511",1510,"Anonymized","2022-02-22 16:18:40",16.1,198,78,307,"WXB53KKG4P_2022-02-22 16:18:40","False","","Anonymized","Anonymized",0
"1512",1511,"Anonymized","2022-02-22 06:24:38",27.9,182,78,283,"WYBYVAZGCL_2022-02-22 06:24:38","False","","Anonymized","Anonymized",0
"1513",1512,"Anonymized","2022-02-22 04:07:02",13.02,258,78,275,"WYDK5D1UGD_2022-02-22 04:07:02","False","","Anonymized","Anonymized",0
"1514",1513,"Anonymized","2022-02-22 00:25:47",39.53,268,79,277,"MCG4QUR8OL_2022-02-22 00:25:47","False","","Anonymized","Anonymized",0
"1515",1514,"Anonymized","2022-02-22 20:32:54",11.43,224,79,364,"WYB82THNAB_2022-02-22 20:32:54","False","","Anonymized","Anonymized",0
"1516",1515,"Anonymized","2022-02-22 19:21:55",84,334,79,384,"WYDG48V3KE_2022-02-22 19:21:55","False","","Anonymized","Anonymized",0
"1517",1516,"Anonymized","2022-02-22 05:23:46",18.57,298,80,308,"AYAT9RD5HW_2022-02-22 05:23:46","False","","Anonymized","Anonymized",0
"1518",1517,"Anonymized","2022-02-22 01:22:48",16.97,247,48,225,"AYAWH6DK51_2022-02-22 01:22:48","False","","Anonymized","Anonymized",0
"1519",1518,"Anonymized","2022-02-22 11:19:05",14.32,131,26,103,"AYAWH6DK51_2022-02-22 11:19:05","False","","Anonymized","Anonymized",0
"1520",1519,"Anonymized","2022-02-22 12:10:47",0.97,23,6,25,"AYAWH6DK51_2022-02-22 12:10:47","False","","Anonymized","Anonymized",0
"1521",1520,"Anonymized","2022-02-22 05:26:49",18.83,211,80,350,"AYAXCI1KJJ_2022-02-22 05:26:49","False","","Anonymized","Anonymized",0
"1522",1521,"Anonymized","2022-02-22 04:43:08",35.97,129,47,177,"MCGNUCN76Q_2022-02-22 04:43:08","False","","Anonymized","Anonymized",0
"1523",1522,"Anonymized","2022-02-22 12:37:09",8.15,45,16,79,"MCGNUCN76Q_2022-02-22 12:37:09","False","","Anonymized","Anonymized",0
"1524",1523,"Anonymized","2022-02-22 20:09:29",9.92,54,17,52,"MCGNUCN76Q_2022-02-22 20:09:29","False","","Anonymized","Anonymized",0
"1525",1524,"Anonymized","2022-02-22 01:04:26",36.98,292,80,340,"WXBT7KSMMW_2022-02-22 01:04:26","False","","Anonymized","Anonymized",0
"1526",1525,"Anonymized","2022-02-22 19:10:02",21.67,326,80,358,"WYBBIUPITC_2022-02-22 19:10:02","False","","Anonymized","Anonymized",0
"1527",1526,"Anonymized","2022-02-22 04:33:09",23.12,355,80,325,"WYBY7YXWX6_2022-02-22 04:33:09","False","","Anonymized","Anonymized",0
"1528",1527,"Anonymized","2022-02-22 00:55:27",43.22,274,80,362,"WYDUR9L7UG_2022-02-22 00:55:27","False","","Anonymized","Anonymized",0
"1529",1528,"Anonymized","2022-02-22 00:29:06",13.87,260,81,286,"AYA4P7O2ZZ_2022-02-22 00:29:06","False","","Anonymized","Anonymized",0
"1530",1529,"Anonymized","2022-02-22 23:21:01",17,214,81,271,"AYAU92GP76_2022-02-22 23:21:01","True","Anonymized","Anonymized","Anonymized",1
"1531",1530,"Anonymized","2022-02-22 01:49:19",12.58,258,81,261,"AYAWIGSNDH_2022-02-22 01:49:19","False","","Anonymized","Anonymized",0
"1532",1531,"Anonymized","2022-02-22 22:28:52",24.6,211,81,256,"MCDDRRATGU_2022-02-22 22:28:52","True","Anonymized","Anonymized","Anonymized",1
"1533",1532,"Anonymized","2022-02-22 03:13:50",25.53,325,81,291,"MCG8R8D5G7_2022-02-22 03:13:50","False","","Anonymized","Anonymized",0
"1534",1533,"Anonymized","2022-02-22 19:16:19",23.95,238,81,282,"MCGD2A25BL_2022-02-22 19:16:19","False","","Anonymized","Anonymized",0
"1535",1534,"Anonymized","2022-02-22 23:37:39",22.82,294,81,278,"WXDJE6W3ZU_2022-02-22 23:37:39","False","","Anonymized","Anonymized",0
"1536",1535,"Anonymized","2022-02-22 21:40:53",108,673,81,453,"WYBJWMJYJV_2022-02-22 21:40:53","False","","Anonymized","Anonymized",0
"1537",1536,"Anonymized","2022-02-22 02:31:13",23.5,210,81,324,"WYD39LQ84C_2022-02-22 02:31:13","False","","Anonymized","Anonymized",0
"1538",1537,"Anonymized","2022-02-22 12:54:21",21.08,244,81,388,"WYD8CBEL7F_2022-02-22 12:54:21","False","","Anonymized","Anonymized",0
"1539",1538,"Anonymized","2022-02-22 13:34:13",3.23,49,20,92,"AYACW5OHLA_2022-02-22 13:34:13","False","","Anonymized","Anonymized",0
"1540",1539,"Anonymized","2022-02-22 14:15:52",13.55,30,13,50,"AYACW5OHLA_2022-02-22 14:15:52","False","","Anonymized","Anonymized",0
"1541",1540,"Anonymized","2022-02-22 17:06:51",20.65,156,49,192,"AYACW5OHLA_2022-02-22 17:06:51","False","","Anonymized","Anonymized",0
"1542",1541,"Anonymized","2022-02-22 03:10:26",14.85,243,82,312,"MCDMA4KBXV_2022-02-22 03:10:26","False","","Anonymized","Anonymized",0
"1543",1542,"Anonymized","2022-02-22 05:08:54",25.58,365,82,348,"MCG9VKRLJH_2022-02-22 05:08:54","False","","Anonymized","Anonymized",0
"1544",1543,"Anonymized","2022-02-22 19:31:57",27.85,331,82,312,"MCGHJAGQ4B_2022-02-22 19:31:57","False","","Anonymized","Anonymized",0
"1545",1544,"Anonymized","2022-02-22 01:41:37",26.78,199,82,307,"WXDMZHDODS_2022-02-22 01:41:37","False","","Anonymized","Anonymized",0
"1546",1545,"Anonymized","2022-02-22 16:15:36",21.87,215,80,287,"WXDURJCT77_2022-02-22 16:15:36","False","","Anonymized","Anonymized",0
"1547",1546,"Anonymized","2022-02-22 17:49:57",0.15,9,2,7,"WXDURJCT77_2022-02-22 17:49:57","False","","Anonymized","Anonymized",0
"1548",1547,"Anonymized","2022-02-22 21:53:03",20.35,309,82,322,"WXDXX3JFSB_2022-02-22 21:53:03","False","","Anonymized","Anonymized",0
"1549",1548,"Anonymized","2022-02-22 05:39:21",15.37,209,82,303,"WXIBDE3ADT_2022-02-22 05:39:21","False","","Anonymized","Anonymized",0
"1550",1549,"Anonymized","2022-02-22 17:24:07",75.55,330,82,447,"WYDF2GDFHZ_2022-02-22 17:24:07","False","","Anonymized","Anonymized",0
"1551",1550,"Anonymized","2022-02-22 07:24:00",17.48,262,82,433,"WYDKFNCFQV_2022-02-22 07:24:00","False","","Anonymized","Anonymized",0
"1552",1551,"Anonymized","2022-02-22 22:39:42",26.6,311,83,357,"MCD4KYJAMO_2022-02-22 22:39:42","False","","Anonymized","Anonymized",0
"1553",1552,"Anonymized","2022-02-22 07:19:00",12.37,241,83,343,"WXBLOTVUSJ_2022-02-22 07:19:00","False","","Anonymized","Anonymized",0
"1554",1553,"Anonymized","2022-02-22 20:34:29",15.37,18,7,37,"WXDA9OKJ1M_2022-02-22 20:34:29","False","","Anonymized","Anonymized",0
"1555",1554,"Anonymized","2022-02-22 23:16:45",43.2,359,76,269,"WXDA9OKJ1M_2022-02-22 23:16:45","False","","Anonymized","Anonymized",0
"1556",1555,"Anonymized","2022-02-22 20:46:21",10.72,319,83,372,"WYBD3S81ID_2022-02-22 20:46:21","True","Anonymized","Anonymized","Anonymized",1
"1557",1556,"Anonymized","2022-02-22 20:21:59",20.35,447,84,427,"AYAGSK8LRY_2022-02-22 20:21:59","False","","Anonymized","Anonymized",0
"1558",1557,"Anonymized","2022-02-22 22:33:02",43.2,388,84,371,"WYB1ESYLRP_2022-02-22 22:33:02","False","","Anonymized","Anonymized",0
"1559",1558,"Anonymized","2022-02-22 03:35:15",35.6,538,84,394,"WYBIFA5538_2022-02-22 03:35:15","False","","Anonymized","Anonymized",0
"1560",1559,"Anonymized","2022-02-22 23:36:21",22.3,373,84,387,"WYBWR2LC66_2022-02-22 23:36:21","False","","Anonymized","Anonymized",0
"1561",1560,"Anonymized","2022-02-22 01:01:00",40.77,443,85,380,"MCGBEINPU1_2022-02-22 01:01:00","False","","Anonymized","Anonymized",0
"1562",1561,"Anonymized","2022-02-22 01:39:15",20.75,238,85,395,"WXB2WWSNFI_2022-02-22 01:39:15","False","","Anonymized","Anonymized",0
"1563",1562,"Anonymized","2022-02-22 04:12:37",56.57,216,85,337,"WXBS2P6LZA_2022-02-22 04:12:37","False","","Anonymized","Anonymized",0
"1564",1563,"Anonymized","2022-02-22 20:05:57",25.12,345,86,363,"AYA8Q52463_2022-02-22 20:05:57","False","","Anonymized","Anonymized",0
"1565",1564,"Anonymized","2022-02-22 03:03:30",33.58,246,86,334,"AYAO8VRTBS_2022-02-22 03:03:30","False","","Anonymized","Anonymized",0
"1566",1565,"Anonymized","2022-02-22 00:51:20",15.25,462,86,330,"MCGOL3X94D_2022-02-22 00:51:20","False","","Anonymized","Anonymized",0
"1567",1566,"Anonymized","2022-02-22 09:50:49",16.52,313,86,358,"WXBDTR58MA_2022-02-22 09:50:49","False","","Anonymized","Anonymized",0
"1568",1567,"Anonymized","2022-02-22 17:02:26",0.62,13,7,32,"WYBUMRBN1F_2022-02-22 17:02:26","False","","Anonymized","Anonymized",0
"1569",1568,"Anonymized","2022-02-22 17:38:17",16.7,199,79,316,"WYBUMRBN1F_2022-02-22 17:38:17","False","","Anonymized","Anonymized",0
"1570",1569,"Anonymized","2022-02-22 01:35:18",17.12,525,87,454,"AYAEFCBQFB_2022-02-22 01:35:18","False","","Anonymized","Anonymized",0
"1571",1570,"Anonymized","2022-02-22 17:55:35",42.8,319,76,318,"MCDL3PP992_2022-02-22 17:55:35","True","Anonymized","Anonymized","Anonymized",1
"1572",1571,"Anonymized","2022-02-22 23:23:01",4.57,56,11,55,"MCDL3PP992_2022-02-22 23:23:01","False","","Anonymized","Anonymized",0
"1573",1572,"Anonymized","2022-02-22 03:31:26",34.38,68,11,62,"MCDLY4DNJ5_2022-02-22 03:31:26","False","","Anonymized","Anonymized",0
"1574",1573,"Anonymized","2022-02-22 07:35:18",67.25,331,76,316,"MCDLY4DNJ5_2022-02-22 07:35:18","False","","Anonymized","Anonymized",0
"1575",1574,"Anonymized","2022-02-22 05:06:48",16.07,360,87,372,"WXBTXX9XLF_2022-02-22 05:06:48","False","","Anonymized","Anonymized",0
"1576",1575,"Anonymized","2022-02-22 22:35:58",13.93,252,87,414,"WYD38LXN3S_2022-02-22 22:35:58","False","","Anonymized","Anonymized",0
"1577",1576,"Anonymized","2022-02-22 03:45:06",16.5,240,87,417,"WYDDOGQDOQ_2022-02-22 03:45:06","False","","Anonymized","Anonymized",0
"1578",1577,"Anonymized","2022-02-22 17:06:39",24.42,433,87,415,"WYDH1F9ZUB_2022-02-22 17:06:39","False","","Anonymized","Anonymized",0
"1579",1578,"Anonymized","2022-02-22 05:52:34",11.33,251,87,382,"WYDZ6TYCXQ_2022-02-22 05:52:34","False","","Anonymized","Anonymized",0
"1580",1579,"Anonymized","2022-02-22 05:55:58",18.33,260,88,348,"AYAKCZ1KJI_2022-02-22 05:55:58","False","","Anonymized","Anonymized",0
"1581",1580,"Anonymized","2022-02-22 07:34:35",13.4,229,88,373,"WXBLFB8CGR_2022-02-22 07:34:35","False","","Anonymized","Anonymized",0
"1582",1581,"Anonymized","2022-02-22 18:30:09",30.43,296,88,383,"WYD9KO2876_2022-02-22 18:30:09","True","Anonymized","Anonymized","Anonymized",1
"1583",1582,"Anonymized","2022-02-22 20:46:58",44.62,276,88,294,"WYDUQ4T4B8_2022-02-22 20:46:58","False","","Anonymized","Anonymized",0
"1584",1583,"Anonymized","2022-02-22 15:46:58",15.48,353,88,433,"WYDZH3EU67_2022-02-22 15:46:58","False","","Anonymized","Anonymized",0
"1585",1584,"Anonymized","2022-02-22 19:23:08",39.58,220,89,363,"AYA378VICL_2022-02-22 19:23:08","False","","Anonymized","Anonymized",0
"1586",1585,"Anonymized","2022-02-22 08:12:44",33.67,402,89,364,"AYAOYR4FCP_2022-02-22 08:12:44","False","","Anonymized","Anonymized",0
"1587",1586,"Anonymized","2022-02-22 00:00:26",38.03,416,89,385,"MCDZDRE881_2022-02-22 00:00:26","False","","Anonymized","Anonymized",0
"1588",1587,"Anonymized","2022-02-22 08:36:14",18.3,270,89,371,"MCGUM4LMVC_2022-02-22 08:36:14","True","Anonymized","Anonymized","Anonymized",1
"1589",1588,"Anonymized","2022-02-22 01:42:06",32.27,360,90,365,"MCD3VGY9TE_2022-02-22 01:42:06","False","","Anonymized","Anonymized",0
"1590",1589,"Anonymized","2022-02-22 13:47:45",11.95,85,14,56,"WXB6WFXY7X_2022-02-22 13:47:45","False","","Anonymized","Anonymized",0
"1591",1590,"Anonymized","2022-02-22 15:56:26",53.95,243,76,360,"WXB6WFXY7X_2022-02-22 15:56:26","False","","Anonymized","Anonymized",0
"1592",1591,"Anonymized","2022-02-22 22:48:34",37.55,250,90,387,"WXBHOQQAWV_2022-02-22 22:48:34","False","","Anonymized","Anonymized",0
"1593",1592,"Anonymized","2022-02-22 00:11:04",14.87,176,59,234,"WXBXWLKAGL_2022-02-22 00:11:04","False","","Anonymized","Anonymized",0
"1594",1593,"Anonymized","2022-02-22 12:45:36",4.23,68,31,116,"WXBXWLKAGL_2022-02-22 12:45:36","False","","Anonymized","Anonymized",0
"1595",1594,"Anonymized","2022-02-22 06:48:40",16.33,358,90,443,"WYDLRAT2R3_2022-02-22 06:48:40","False","","Anonymized","Anonymized",0
"1596",1595,"Anonymized","2022-02-22 00:10:21",54.58,358,68,307,"AYA8JMZPQH_2022-02-22 00:10:21","False","","Anonymized","Anonymized",0
"1597",1596,"Anonymized","2022-02-22 02:15:23",11.55,78,23,121,"AYA8JMZPQH_2022-02-22 02:15:23","False","","Anonymized","Anonymized",0
"1598",1597,"Anonymized","2022-02-22 14:18:58",40.1,396,88,392,"MCDG89U11T_2022-02-22 14:18:58","False","","Anonymized","Anonymized",0
"1599",1598,"Anonymized","2022-02-22 17:19:55",0.7,9,3,7,"MCDG89U11T_2022-02-22 17:19:55","False","","Anonymized","Anonymized",0
"1600",1599,"Anonymized","2022-02-22 05:10:33",17.22,264,91,363,"MCDYPMR4G4_2022-02-22 05:10:33","False","","Anonymized","Anonymized",0
"1601",1600,"Anonymized","2022-02-22 03:59:05",15.43,257,91,318,"MCG3SUF9RH_2022-02-22 03:59:05","False","","Anonymized","Anonymized",0
"1602",1601,"Anonymized","2022-02-22 06:24:38",14.53,246,91,327,"WXD76754DJ_2022-02-22 06:24:38","False","","Anonymized","Anonymized",0
"1603",1602,"Anonymized","2022-02-22 02:05:06",17.63,272,91,331,"WXD7VHKPZH_2022-02-22 02:05:06","False","","Anonymized","Anonymized",0
"1604",1603,"Anonymized","2022-02-22 02:10:38",42.33,296,92,343,"MCGEDURO69_2022-02-22 02:10:38","False","","Anonymized","Anonymized",0
"1605",1604,"Anonymized","2022-02-22 04:08:53",20.73,336,92,428,"WXD2SPEAGH_2022-02-22 04:08:53","False","","Anonymized","Anonymized",0
"1606",1605,"Anonymized","2022-02-22 16:41:50",50.62,298,92,402,"WYB1XBKG83_2022-02-22 16:41:50","False","","Anonymized","Anonymized",0
"1607",1606,"Anonymized","2022-02-22 00:43:10",26.25,171,50,198,"WYD8XMNBTJ_2022-02-22 00:43:10","False","","Anonymized","Anonymized",0
"1608",1607,"Anonymized","2022-02-22 02:02:28",0.1,5,2,7,"WYD8XMNBTJ_2022-02-22 02:02:28","False","","Anonymized","Anonymized",0
"1609",1608,"Anonymized","2022-02-22 02:32:51",3.13,17,4,8,"WYD8XMNBTJ_2022-02-22 02:32:51","False","","Anonymized","Anonymized",0
"1610",1609,"Anonymized","2022-02-22 05:28:01",38.23,83,27,112,"WYD8XMNBTJ_2022-02-22 05:28:01","False","","Anonymized","Anonymized",0
"1611",1610,"Anonymized","2022-02-22 22:07:53",21.8,7,2,14,"WYD8XMNBTJ_2022-02-22 22:07:53","False","","Anonymized","Anonymized",0
"1612",1611,"Anonymized","2022-02-22 22:59:49",8.9,27,7,32,"WYD8XMNBTJ_2022-02-22 22:59:49","False","","Anonymized","Anonymized",0
"1613",1612,"Anonymized","2022-02-22 13:30:41",43.93,322,92,471,"WYDXXW4LMO_2022-02-22 13:30:41","False","","Anonymized","Anonymized",0
"1614",1613,"Anonymized","2022-02-22 21:07:39",46.22,431,93,397,"MCD232BTRH_2022-02-22 21:07:39","False","","Anonymized","Anonymized",0
"1615",1614,"Anonymized","2022-02-22 06:48:24",13.33,398,93,462,"WYB522NGA2_2022-02-22 06:48:24","False","","Anonymized","Anonymized",0
"1616",1615,"Anonymized","2022-02-22 22:41:43",27.27,375,93,428,"WYDRRJKEL9_2022-02-22 22:41:43","False","","Anonymized","Anonymized",1
"1617",1616,"Anonymized","2022-02-22 00:30:56",18.13,254,94,340,"AYAI96SB4H_2022-02-22 00:30:56","False","","Anonymized","Anonymized",0
"1618",1617,"Anonymized","2022-02-22 01:13:43",69.13,382,81,362,"MCDXHGBJDF_2022-02-22 01:13:43","False","","Anonymized","Anonymized",0
"1619",1618,"Anonymized","2022-02-22 03:50:37",14.5,31,13,40,"MCDXHGBJDF_2022-02-22 03:50:37","False","","Anonymized","Anonymized",0
"1620",1619,"Anonymized","2022-02-22 03:07:35",34.97,333,94,359,"WXDO5DCXA8_2022-02-22 03:07:35","False","","Anonymized","Anonymized",0
"1621",1620,"Anonymized","2022-02-22 02:51:11",19.2,320,94,419,"WYBCEG6S2Z_2022-02-22 02:51:11","False","","Anonymized","Anonymized",0
"1622",1621,"Anonymized","2022-02-22 23:03:49",21.93,358,95,418,"AYA5KPF24Q_2022-02-22 23:03:49","False","","Anonymized","Anonymized",0
"1623",1622,"Anonymized","2022-02-22 10:21:31",4.07,47,17,100,"MCD86WZ4B8_2022-02-22 10:21:31","False","","Anonymized","Anonymized",0
"1624",1623,"Anonymized","2022-02-22 11:15:49",19.77,231,72,279,"MCD86WZ4B8_2022-02-22 11:15:49","False","","Anonymized","Anonymized",0
"1625",1624,"Anonymized","2022-02-22 13:22:05",1.27,28,6,22,"MCD86WZ4B8_2022-02-22 13:22:05","False","","Anonymized","Anonymized",0
"1626",1625,"Anonymized","2022-02-22 17:27:19",44.08,707,95,513,"WXBIJD46TW_2022-02-22 17:27:19","False","","Anonymized","Anonymized",1
"1627",1626,"Anonymized","2022-02-22 06:28:00",34.27,835,95,497,"WXI2OAWGAF_2022-02-22 06:28:00","True","Anonymized","Anonymized","Anonymized",0
"1628",1627,"Anonymized","2022-02-22 06:51:39",22.02,307,95,365,"WYB1WMBWS1_2022-02-22 06:51:39","False","","Anonymized","Anonymized",0
"1629",1628,"Anonymized","2022-02-22 01:50:41",27.67,354,95,500,"WYBKH8PG4T_2022-02-22 01:50:41","False","","Anonymized","Anonymized",0
"1630",1629,"Anonymized","2022-02-22 00:54:21",41.3,441,96,444,"MCD6ZDLHFZ_2022-02-22 00:54:21","False","","Anonymized","Anonymized",0
"1631",1630,"Anonymized","2022-02-22 13:53:19",18.65,326,96,534,"WXB4TNLXMZ_2022-02-22 13:53:19","True","Anonymized","Anonymized","Anonymized",1
"1632",1631,"Anonymized","2022-02-22 02:17:19",15.52,304,96,371,"WXDMMH36LX_2022-02-22 02:17:19","False","","Anonymized","Anonymized",0
"1633",1632,"Anonymized","2022-02-22 20:12:11",66.02,640,96,529,"WXI12XW681_2022-02-22 20:12:11","False","","Anonymized","Anonymized",0
"1634",1633,"Anonymized","2022-02-22 00:39:06",59.77,367,97,377,"WXBHDJ2QAP_2022-02-22 00:39:06","True","Anonymized","Anonymized","Anonymized",1
"1635",1634,"Anonymized","2022-02-22 02:36:32",99.37,466,98,422,"AYANK12HHW_2022-02-22 02:36:32","True","Anonymized","Anonymized","Anonymized",1
"1636",1635,"Anonymized","2022-02-22 22:09:29",15.1,294,98,470,"WXBESVNJ56_2022-02-22 22:09:29","False","","Anonymized","Anonymized",0
"1637",1636,"Anonymized","2022-02-22 07:01:30",26.6,348,98,430,"WXIDHIMZEH_2022-02-22 07:01:30","False","","Anonymized","Anonymized",0
"1638",1637,"Anonymized","2022-02-22 10:04:34",19.75,289,98,409,"WYBOYSKTDK_2022-02-22 10:04:34","True","Anonymized","Anonymized","Anonymized",1
"1639",1638,"Anonymized","2022-02-22 17:29:22",52.35,374,98,439,"WYD3WQS5MA_2022-02-22 17:29:22","False","","Anonymized","Anonymized",0
"1640",1639,"Anonymized","2022-02-22 14:08:48",4.63,36,16,52,"MCD1YRY3S7_2022-02-22 14:08:48","False","","Anonymized","Anonymized",0
"1641",1640,"Anonymized","2022-02-22 14:51:45",25.23,364,79,269,"MCD1YRY3S7_2022-02-22 14:51:45","False","","Anonymized","Anonymized",0
"1642",1641,"Anonymized","2022-02-22 17:35:54",0.6,8,4,10,"MCD1YRY3S7_2022-02-22 17:35:54","False","","Anonymized","Anonymized",0
"1643",1642,"Anonymized","2022-02-22 05:23:03",54.77,414,99,397,"MCDTN3I83S_2022-02-22 05:23:03","False","","Anonymized","Anonymized",0
"1644",1643,"Anonymized","2022-02-22 02:30:56",13.02,189,69,300,"WYB6WQOXL9_2022-02-22 02:30:56","False","","Anonymized","Anonymized",0
"1645",1644,"Anonymized","2022-02-22 03:55:14",17.42,88,30,125,"WYB6WQOXL9_2022-02-22 03:55:14","False","","Anonymized","Anonymized",0
"1646",1645,"Anonymized","2022-02-22 00:05:25",35.57,363,100,477,"WYDJEODH8S_2022-02-22 00:05:25","False","","Anonymized","Anonymized",1
"1647",1646,"Anonymized","2022-02-22 05:43:49",7.9,187,34,214,"AYAYTWRRP4_2022-02-22 05:43:49","False","","Anonymized","Anonymized",0
"1648",1647,"Anonymized","2022-02-22 23:37:21",11.12,169,67,278,"AYAYTWRRP4_2022-02-22 23:37:21","False","","Anonymized","Anonymized",1
"1649",1648,"Anonymized","2022-02-22 03:43:18",5.13,36,10,37,"WXB5LLH5MD_2022-02-22 03:43:18","False","","Anonymized","Anonymized",0
"1650",1649,"Anonymized","2022-02-22 13:45:36",81.03,554,88,504,"WXB5LLH5MD_2022-02-22 13:45:36","False","","Anonymized","Anonymized",0
"1651",1650,"Anonymized","2022-02-22 16:02:02",0.8,16,3,16,"WXB5LLH5MD_2022-02-22 16:02:02","False","","Anonymized","Anonymized",0
"1652",1651,"Anonymized","2022-02-22 00:45:07",51.72,290,101,390,"WXI6SHDFH8_2022-02-22 00:45:07","False","","Anonymized","Anonymized",1
"1653",1652,"Anonymized","2022-02-22 19:38:49",38.02,290,102,467,"AYAUO3D8YQ_2022-02-22 19:38:49","False","","Anonymized","Anonymized",0
"1654",1653,"Anonymized","2022-02-22 04:15:53",22.53,297,102,535,"WXBIY4V8OA_2022-02-22 04:15:53","False","","Anonymized","Anonymized",0
"1655",1654,"Anonymized","2022-02-22 04:47:12",20.83,434,74,341,"WYBRP7TGOY_2022-02-22 04:47:12","False","","Anonymized","Anonymized",0
"1656",1655,"Anonymized","2022-02-22 15:41:23",1.98,67,5,24,"WYBRP7TGOY_2022-02-22 15:41:23","False","","Anonymized","Anonymized",0
"1657",1656,"Anonymized","2022-02-22 20:27:28",12.52,112,23,92,"WYBRP7TGOY_2022-02-22 20:27:28","False","","Anonymized","Anonymized",0
"1658",1657,"Anonymized","2022-02-22 02:30:28",45.27,188,74,254,"WYBZIVRKUW_2022-02-22 02:30:28","False","","Anonymized","Anonymized",0
"1659",1658,"Anonymized","2022-02-22 11:21:54",30.07,30,7,28,"WYBZIVRKUW_2022-02-22 11:21:54","False","","Anonymized","Anonymized",0
"1660",1659,"Anonymized","2022-02-22 23:45:43",14.7,60,21,71,"WYBZIVRKUW_2022-02-22 23:45:43","False","","Anonymized","Anonymized",0
"1661",1660,"Anonymized","2022-02-22 21:12:51",18.72,396,102,475,"WYD6K6O8HV_2022-02-22 21:12:51","False","","Anonymized","Anonymized",0
"1662",1661,"Anonymized","2022-02-22 23:20:01",26.55,297,103,406,"MCGM1YP2BG_2022-02-22 23:20:01","False","","Anonymized","Anonymized",0
"1663",1662,"Anonymized","2022-02-22 22:43:53",13.88,250,103,427,"WXBPK6O3GT_2022-02-22 22:43:53","False","","Anonymized","Anonymized",0
"1664",1663,"Anonymized","2022-02-22 20:37:30",25.03,371,103,400,"WYB74NQK36_2022-02-22 20:37:30","False","","Anonymized","Anonymized",0
"1665",1664,"Anonymized","2022-02-22 21:37:31",26.75,303,105,380,"AYAABBYLLH_2022-02-22 21:37:31","False","","Anonymized","Anonymized",0
"1666",1665,"Anonymized","2022-02-22 21:28:53",16.45,262,105,459,"WXB4VPATZZ_2022-02-22 21:28:53","False","","Anonymized","Anonymized",0
"1667",1666,"Anonymized","2022-02-22 03:29:56",21.72,300,105,395,"WXI8MENVI6_2022-02-22 03:29:56","False","","Anonymized","Anonymized",0
"1668",1667,"Anonymized","2022-02-22 05:22:38",18.13,289,106,440,"WYBC3J82NA_2022-02-22 05:22:38","False","","Anonymized","Anonymized",0
"1669",1668,"Anonymized","2022-02-22 22:14:44",29.72,744,106,577,"WYD2XM643T_2022-02-22 22:14:44","False","","Anonymized","Anonymized",0
"1670",1669,"Anonymized","2022-02-22 17:24:36",18.13,267,106,463,"WYDSFA4VWR_2022-02-22 17:24:36","False","","Anonymized","Anonymized",0
"1671",1670,"Anonymized","2022-02-22 02:43:41",17.13,326,107,473,"AYATMZIRJQ_2022-02-22 02:43:41","False","","Anonymized","Anonymized",0
