"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","worker_id","lonely_before_1","lonely_before_2","lonely_before_3","completion_code","lonely_after_1","lonely_after_2","lonely_after_3","heard_1_1","heard_2_1","heard_3_1","perf_1_1","perf_2_1","perf_3_1","perf_4_1","perf_5_1","comp_1","comp_2","ai_companion_exp","ai_companion_exp2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","participantId","condition"
"2024-05-16 13:02:54","2024-05-16 13:21:06","0",597,"100","1092","1","2024-05-16 13:21:07","R_2F2ISf3KiXYnSSz","","","","",547,547,"anonymous","EN","1","2","2",571,"74","50","97","2267-9372-9496-9839","60","19","50","100","100","100","100","100","100","100","100","1","1","2","","2","","3","","23","4","","99","0934724A58ED4DFAAA187B8E7272EEB3","regular"
"2024-05-16 13:01:48","2024-05-16 13:21:28","0",598,"100","1180","1","2024-05-16 13:21:29","R_2Q0blIB4MNrCUKt","","","","",548,548,"anonymous","EN","1","2","2",572,"16","53","64","8974-7900-1417-9315","33","64","76","0","0","50","95","90","95","50","50","1","1","1","other surveys, my own interest","2","","3","","30","4","","20","776435FD31304C318DE896E0657127C2","generalist_ai_v3"
"2024-05-16 13:01:59","2024-05-16 13:21:40","0",599,"100","1181","1","2024-05-16 13:21:40","R_6rle6XpNiFg2nCx","","","","",549,549,"anonymous","EN","1","2","2",573,"30","20","20","6384-9269-4200-0918","0","0","0","30","70","60","80","100","50","50","40","1","1","1","I wanted to see what the AI could do","1","","2","","22","3","","100","E0F7A7144B174305B29550B1BE825574","rudimentary"
"2024-05-16 13:01:23","2024-05-16 13:21:44","0",600,"100","1221","1","2024-05-16 13:21:45","R_1Q6C1ey3O9UmC0N","","","","",49,49,"anonymous","EN","1","2","2",574,"7","50","50","5417-4262-0179-9956","13","50","50","0","11","0","50","70","50","50","60","1","1","1","to find information about places to visit","1","","3","","29","5","","70","E46B4854B59B41DE9A9DAD8AD5F5AFAF","rudimentary"
"2024-05-16 12:45:24","2024-05-16 13:06:57","0",601,"100","1293","1","2024-05-16 13:21:58","R_5k16br6vpHrsaJX","","","","",550,550,"anonymous","EN","1","2","2",575,"70","7","70","9651-4040-2743-1241","91","7","92","0","0","0","100","100","100","51","100","1","1","1","In surveys","2","","3","","69","5","","80","508E8BDD7E264215B7EA211093E30F92","rudimentary"
"2024-05-16 13:03:21","2024-05-16 13:22:01","0",602,"100","1120","1","2024-05-16 13:22:02","R_2GwzFegDBkctWqJ","","","","",338,369,"anonymous","EN","1","2","2",576,"34","32","31","9430-3949-8551-5017","7","4","4","95","94","96","100","98","91","97","97","1","1","2","","2","","3","","59","6","","80","E9B62C6665A24823860332F1E9A44696","regular"
"2024-05-16 12:48:09","2024-05-16 13:07:03","0",603,"100","1134","1","2024-05-16 13:22:04","R_8tsZwffZkzIcC86","","","","",551,551,"anonymous","EN","1","2","2",577,"80","60","60","5808-1076-9005-5015","70","70","70","0","0","0","100","80","20","0","0","1","1","1","To understand chat gpt's better, I've spent about 100 hours prompting.","1","","3","","56","4","","100","E699138A3F8D438F96AE27E8AA338EFC","generalist_ai_v3"
"2024-05-16 13:01:07","2024-05-16 13:22:04","0",604,"100","1257","1","2024-05-16 13:22:05","R_3657Pz0Z4MlktuC","","","","",552,552,"anonymous","EN","1","2","2",578,"90","55","50","4963-9686-4218-9715","79","45","51","50","24","32","100","100","100","100","67","1","1","1","for another different survey","1","","3","","52","3","","80","752C3F34BECF4DD5B82BF6A06BDC15A6","rudimentary"
"2024-05-16 12:52:38","2024-05-16 13:22:16","0",605,"100","1777","1","2024-05-16 13:22:16","R_2gS01KTzFBpATvV","","","","",553,553,"anonymous","EN","1","2","2",579,"70","70","50","6229-3798-1797-0179.","60","60","50","30","20","50","100","95","95","50","50","1","1","2","","2","","3","","29","1","","97","44C741E5295449BCA699E142EE403E09","generalist_ai_v3"
"2024-05-16 12:45:13","2024-05-16 13:22:17","0",606,"100","2223","1","2024-05-16 13:22:18","R_1riCrrwazBarXGe","","","","",554,554,"anonymous","EN","1","2","2",580,"90","79","87","8386-8324-5605-9781","80","74","79","7","8","10","12","8","8","0","8","1","1","1","I wanted to know answers to a vareity of different questions","1","","1","","46","4","","35","0733DF0CEE944F27A88F19CEB570AF4A","generalist_ai_v3"
"2024-05-16 12:57:12","2024-05-16 13:22:19","0",607,"100","1506","1","2024-05-16 13:22:19","R_8EOHkeNwK2Jwb17","","","","",555,555,"anonymous","EN","1","2","2",581,"81","97","98","8243-7353-6572-1640","30","30","31","12","26","13","81","69","50","19","15","1","1","1","oops, no I have not","2","","3","","59","3","","100","FD2C9C40ED1A4E1EA13FCF66659B4F48","rudimentary"
"2024-05-16 13:03:09","2024-05-16 13:22:20","0",608,"100","1150","1","2024-05-16 13:22:21","R_2IKyw7iEDJdeMhz","","","","",556,556,"anonymous","EN","1","2","2",582,"0","0","9","6902-5963-8510-0043","0","0","8","66","100","96","100","95","97","87","81","1","1","2","","2","","3","","38","2","","62","A47235862CEC41929A624CB82A0CE865","regular"
"2024-05-16 12:46:56","2024-05-16 13:08:06","0",609,"100","1270","1","2024-05-16 13:23:07","R_28ZhrBlicxdARY9","","","","",557,557,"anonymous","EN","1","2","2",583,"0","38","60","5465-8245-7051-4487","61","61","65","0","0","0","100","66","96","61","0","1","1","2","","2","","1","","50","6","","13","4462A0930F004CF6A5E56E5E33F97692","rudimentary"
"2024-05-16 13:22:46","2024-05-16 13:23:07","0",610,"100","20","1","2024-05-16 13:23:07","R_2HjCeBbBgSXmrnu","","","","",558,558,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","09BF679FAC194256BF81B866DB38FEA9",""
"2024-05-16 13:04:12","2024-05-16 13:23:10","0",611,"100","1138","1","2024-05-16 13:23:11","R_8iPfig43DVwiTkZ","","","","",559,559,"anonymous","EN","1","2","2",584,"80","25","50","0300-1431-7118-8187","40","40","40","70","90","80","100","80","100","100","80","1","1","2","","2","","3","","26","4","","70","17DAF1212CAA4987B3C71802D20C0822","regular"
"2024-05-16 12:32:45","2024-05-16 13:08:27","0",612,"100","2141","1","2024-05-16 13:23:28","R_7EaDpP7f91CGb3K","","","","",560,560,"anonymous","EN","1","2","2",585,"85","71","72","0978-0604-2401-8871","71","61","57","0","9","4","100","100","95","50","100","2","1","1","to generate text that I was too lazy/bored to write myself","1","","3","","49","4","","20","DE33E7E9ED6444C796570315560F54AB","generalist_ai_v3"
"2024-05-16 13:04:13","2024-05-16 13:23:34","0",613,"100","1161","1","2024-05-16 13:23:35","R_5CdbZjaLLDhJxvW","","","","",561,561,"anonymous","EN","1","2","2",586,"70","70","70","4524-0323-9506-4810","70","70","70","2","2","2","74","29","32","22","1","1","1","2","","2","","3","","28","5","","0","9BEA2B389A444D9E8C248497D04626EC","generalist_ai_v3"
"2024-05-16 13:23:10","2024-05-16 13:23:39","0",614,"100","28","1","2024-05-16 13:23:40","R_2nBh72arTAKz23T","","","","",562,562,"anonymous","EN","1","3","2",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","6C4705349C04430BA532B3A0C3078C85",""
"2024-05-16 13:04:21","2024-05-16 13:23:48","0",615,"100","1167","1","2024-05-16 13:23:49","R_7zlUAfFETe5tX0J","","","","",563,563,"anonymous","EN","1","2","2",587,"13","15","15","7582-9979-1174-2212","23","21","18","59","67","65","80","80","89","79","90","1","1","2","","2","","3","","41","1","","83","C07D0B3ECACA4A0AA7BA1CE72D229F02","rudimentary"
"2024-05-16 12:26:19","2024-05-16 13:24:02","0",616,"100","3463","1","2024-05-16 13:24:03","R_3knsltZARI6rpYA","","","","",564,564,"anonymous","EN","1","2","2",588,"6","7","9","3120-5803-3041-8702","6","22","17","30","8","39","68","68","76","66","65","1","1","1","Curiosity","2","","5","","29","5","","36","1ABFFC0D417E470797239BD1BDCDB11B","generalist_ai_v3"
"2024-05-16 13:04:45","2024-05-16 13:24:09","0",617,"100","1164","1","2024-05-16 13:24:10","R_720I4opxFjP3Shj","","","","",565,565,"anonymous","EN","1","2","2",589,"20","20","30","8915-0062-4025-3461","32","37","34","3","5","11","89","70","70","51","60","1","1","1","Only in a study such as this -- no need at my job.","2","","3","","69","1","","61","AE1915713E6D406ABCEED46C89E42282","generalist_ai_v3"
"2024-05-16 12:47:57","2024-05-16 13:09:13","0",618,"100","1275","1","2024-05-16 13:24:14","R_299Q01l1N8n23Zk","","","","",59,59,"anonymous","EN","1","2","2",590,"27","21","13","9016-4690-1517-8777","28","14","12","0","0","0","91","68","50","20","0","1","1","2","","2","","4","","34","1","","93","FA91E3EE20E747699B8BB17B53612CC7","rudimentary"
"2024-05-16 12:49:59","2024-05-16 13:09:15","0",619,"100","1156","1","2024-05-16 13:24:16","R_24JdY80lSz5sNmM","","","","",566,566,"anonymous","EN","1","2","2",591,"40","60","80","9873-3840-7857-1477","16","81","90","0","0","0","100","80","80","53","60","3","1","1","Entertainment","1","","2","","43","3","","60","3B9DEAC38AB847BFA5D997ABF55766C9","generalist_ai_v3"
"2024-05-16 12:24:58","2024-05-16 13:24:19","0",620,"100","3560","1","2024-05-16 13:24:19","R_2UNdTUlt8MvxKGR","","","","",567,567,"anonymous","EN","1","2","2",592,"0","0","0","0284-5723-5425-5464","7","4","1","0","0","0","26","0","10","11","0","1","1","1","To seek knowledge","1","","3","","48","4","","26","6143193DAD2C4D3E92FE4D2BBDC62F90","rudimentary"
"2024-05-16 13:06:18","2024-05-16 13:24:43","0",621,"100","1105","1","2024-05-16 13:24:43","R_7fxGhkctX2Ie0SC","","","","",568,568,"anonymous","EN","1","2","2",593,"60","60","60","3434-0820-9087-1146","63","65","67","21","0","25","45","5","56","28","17","1","1","1","To write social media captions for my job.","4","non binary","3","","28","5","","18","877080D4711C4DE2A24F6BB897259E8D","generalist_ai_v3"
"2024-05-16 13:04:14","2024-05-16 13:24:54","0",622,"100","1239","1","2024-05-16 13:24:55","R_8n6GHvDEZDTQhfG","","","","",569,569,"anonymous","EN","1","2","2",594,"0","0","0","3728-3690-7303-8079","0","0","0","46","59","91","100","100","100","100","25","1","1","2","","2","","3","","54","3","","92","B77F18AD392148B0A4F5476480EA6199","regular"
"2024-05-16 13:07:25","2024-05-16 13:25:07","0",623,"100","1061","1","2024-05-16 13:25:07","R_6QE403sGrjAE5MQ","","","","",570,570,"anonymous","EN","1","2","2",595,"61","34","65","1611-8599-7890-7969","40","62","61","0","0","0","100","72","30","18","0","1","1","1","Just to see what it can handle","2","","3","","23","4","","19","FD4DAF5629AC4CE793EB01B21BBAC097","rudimentary"
"2024-05-16 13:06:00","2024-05-16 13:25:19","0",624,"100","1158","1","2024-05-16 13:25:19","R_7rGjSJPoLKoV8UO","","","","",571,571,"anonymous","EN","1","2","2",596,"88","65","82","8012-4593-1635-2058","38","36","36","96","98","95","100","96","94","94","90","1","1","2","","2","","5","","38","4","","87","27B63377A06849C7939AFAD31DEE3411","regular"
"2024-05-16 13:06:17","2024-05-16 13:25:19","0",625,"100","1142","1","2024-05-16 13:25:20","R_8nV30xCK7G8P6dd","","","","",572,572,"anonymous","EN","1","2","2",597,"68","53","48","7494-9660-7022-9520","62","57","55","24","14","25","97","92","88","63","91","1","1","1","I use chatgpt for anything from diner ideas to helping me land a job","2","","3","","47","2","","55","0DAE4880AA2C4E62872631E5AD7D6754","generalist_ai_v3"
"2024-05-16 13:07:16","2024-05-16 13:25:34","0",626,"100","1097","1","2024-05-16 13:25:34","R_39gI2XSEqelzYGQ","","","","",573,573,"anonymous","EN","1","2","2",598,"20","17","13","3837-3176-8020-2820","41","11","58","8","22","7","84","60","64","36","32","1","1","2","","2","","3","","21","3","","63","191CECEF3E5F47F692F208DE52E21889","generalist_ai_v3"
"2024-05-16 13:07:02","2024-05-16 13:25:45","0",627,"100","1122","1","2024-05-16 13:25:45","R_5BSknzWkITscUJX","","","","",574,574,"anonymous","EN","1","2","2",599,"0","0","50","0812-9700-8261-5878","50","50","50","0","0","0","100","50","50","50","0","1","1","1","To test it out","2","","1","","36","1","","50","0AD6F13170B945B2B1C0E8540D9E1793","regular"
"2024-05-16 13:06:07","2024-05-16 13:26:09","0",628,"100","1202","1","2024-05-16 13:26:10","R_2nY4EHpir23bz2x","","","","",575,575,"anonymous","EN","1","2","2",600,"20","1","1","8474-5357-3995-5978","19","2","2","2","2","2","94","57","64","8","2","1","1","2","","2","","3","","53","3","","68","C3571224ED7F4273AD244A74A3138D21","rudimentary"
"2024-05-16 13:26:04","2024-05-16 13:26:32","0",629,"100","28","1","2024-05-16 13:26:33","R_72KLQp9IxUet6v2","","","","",576,576,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","B4CA37CBB0D742CF94804937CBBB1AE2",""
"2024-05-16 12:46:14","2024-05-16 13:11:41","0",630,"100","1526","1","2024-05-16 13:26:42","R_39fydGSppnUun2V","","","","",577,577,"anonymous","EN","1","2","2",601,"9","11","10","6933-1333-9496-4252","0","0","82","0","0","0","35","0","0","0","0","1","1","1","To have a conversation.","1","","3","","35","5","","59","2241CE49B9D64A0F8997374BFEAA4E57","rudimentary"
"2024-05-16 12:21:43","2024-05-16 13:11:45","0",631,"100","3001","1","2024-05-16 13:26:46","R_1ObPVZk2pHzWekN","","","","",578,578,"anonymous","EN","1","2","2",602,"40","35","44","7482-6851-0571-3657","30","35","35","30","25","40","70","55","70","60","30","1","1","2","","2","","3","","33","1","","75","DADC4EA83A7C4C94A2E377C217096855","regular"
"2024-05-16 13:07:19","2024-05-16 13:26:45","0",632,"100","1165","1","2024-05-16 13:26:46","R_2Ma4qskakCGn6tX","","","","",579,579,"anonymous","EN","1","2","2",603,"0","0","0","7312-0302-6665-5846","0","0","0","80","80","80","100","100","100","100","100","1","1","1","To get words of affirmations when I needed Support ","2","","3","","33","5","","80","AFB7B02CA1AD429D8D5BE73995F6256F","regular"
"2024-05-16 13:08:41","2024-05-16 13:26:55","0",633,"100","1094","1","2024-05-16 13:26:56","R_2bUFkqErm7SsuOJ","","","","",580,580,"anonymous","EN","1","2","2",604,"75","60","60","8381-2567-2591-5413","90","75","80","60","100","100","75","90","100","100","100","1","1","1","I was interested in exploring its abilities","1","","3","","35","4","","90","6FDCDEAA6F9A4EB6BF0E30065C8BDF09","regular"
"2024-05-16 13:07:16","2024-05-16 13:27:01","0",634,"100","1184","1","2024-05-16 13:27:01","R_7WjEutySvVs58Sl","","","","",581,581,"anonymous","EN","1","2","2",605,"65","35","45","7707-7107-9101-2943","55","35","45","70","60","80","90","85","90","85","45","1","1","1","I wanted to see how it would respond","2","","3","","27","4","","95","EA156A75346947BD997A3E30D988827F","generalist_ai_v3"
"2024-05-16 13:07:07","2024-05-16 13:27:03","0",635,"100","1195","1","2024-05-16 13:27:04","R_2GBkaGNjbWv2QfL","","","","",582,582,"anonymous","EN","1","2","2",606,"0","0","0","1776-9094-6450-2300","0","0","0","50","50","50","100","100","100","100","100","1","1","2","","1","","3","","37","1","","70","DC0691937CB84D76ABE193E64047D77D","regular"
"2024-05-16 12:52:25","2024-05-16 13:12:02","0",636,"100","1176","1","2024-05-16 13:27:04","R_8Oobrq9aacBko7z","","","","",583,583,"anonymous","EN","1","2","2",607,"10","40","20","4304-7278-2863-9066","20","33","32","0","0","50","100","50","100","51","0","1","1","1","To generate nonsense text for a Word template instead of ""lorem ipsum"" and out of curiosity","4","nonbinary","3","","35","4","","0","F14FB2F1841047E79796FC119F975ACD","generalist_ai_v3"
"2024-05-16 13:09:18","2024-05-16 13:27:11","0",637,"100","1072","1","2024-05-16 13:27:11","R_7Xdp0O94FUXncpc","","","","",584,584,"anonymous","EN","1","2","2",608,"3","0","10","6766-1512-4474-7690","0","0","0","0","8","0","92","100","100","97","0","1","1","2","","2","","3","","67","4","","16","6CC9B9CD54704ADB8CA8B7425856FED3","generalist_ai_v3"
"2024-05-16 13:08:12","2024-05-16 13:27:21","0",638,"100","1149","1","2024-05-16 13:27:22","R_74inUPYuHs9YEvS","","","","",585,585,"anonymous","EN","1","2","2",609,"71","63","73","2785-9724-1793-5820","91","66","92","0","0","0","100","73","75","29","100","1","1","1","Programming, General Interest/interactions, Story telling creation, troubleshooting,","2","","3","","34","5","","82","2148424D9D9341A5BD056FD65B3C71CB","generalist_ai_v3"
"2024-05-16 13:09:29","2024-05-16 13:27:22","0",639,"100","1072","1","2024-05-16 13:27:22","R_2zVgPG5ZYh7IJaQ","","","","",586,586,"anonymous","EN","1","2","2",610,"8","63","29","0509-4261-1526-2051","17","35","36","4","0","7","74","28","22","78","0","1","1","1","Sorry, actually misread the question, but curiousity mostly","1","","2","","44","4","","56","22BD6AE327DA4FEB8EB9EDB98468BC0C","rudimentary"
"2024-05-16 13:07:38","2024-05-16 13:27:33","0",640,"100","1195","1","2024-05-16 13:27:33","R_2dMt9ejCEO6HdUn","","","","",587,587,"anonymous","EN","1","2","2",611,"68","60","71","5570-7332-9520-1095.","33","33","31","41","41","41","86","28","60","24","50","1","1","2","","1","","3","","86","5","","80","AAD8E8180B9547378454557236AC1735","generalist_ai_v3"
"2024-05-16 13:06:33","2024-05-16 13:27:53","0",641,"100","1279","1","2024-05-16 13:27:54","R_21hNGHuKQFw7qlh","","","","",588,588,"anonymous","EN","1","2","2",612,"81","74","74","6071-6436-6965-2013","62","57","46","60","70","70","96","65","84","55","85","1","1","2","","2","","3","","57","2","","60","13C42C3C82AB4E6CB4D86E84F620F5B8","regular"
"2024-05-16 13:06:34","2024-05-16 13:28:11","0",642,"100","1296","1","2024-05-16 13:28:11","R_39jGlyBpCLr7hDP","","","","",589,589,"anonymous","EN","1","2","2",613,"0","0","0","7840-4065-0597-2299","0","0","0","0","0","0","100","100","100","100","0","1","1","1","For general knowledge, and to generate images for fun.","2","","3","","41","1","","100","6FE2C53AB3AA41A5BD892CE05DD890D2","rudimentary"
"2024-05-16 13:04:01","2024-05-16 13:28:20","0",643,"100","1458","1","2024-05-16 13:28:20","R_8qeqcDhXpDaHXgP","","","","",590,590,"anonymous","EN","1","2","2",614,"0","18","8","6338-8878-0748-8905","0","0","7","41","70","61","75","64","72","73","75","1","1","2","","2","","3","","34","4","","69","8102D4AC7D1145049E0FEC5B5E582106","regular"
"2024-05-16 13:10:26","2024-05-16 13:28:45","0",644,"100","1098","1","2024-05-16 13:28:45","R_5xPGFdcBSs1qhJZ","","","","",591,591,"anonymous","EN","1","2","2",615,"12","13","66","6709-6042-8918-8072","9","10","40","98","93","93","100","100","100","100","100","1","1","2","","2","","3","","30","4","","93","8895EBE02BF34D86B582108F1FCF1425","regular"
"2024-05-16 13:27:24","2024-05-16 13:28:48","0",645,"100","83","1","2024-05-16 13:28:48","R_8USoVwzixpfRhbH","","","","",592,592,"anonymous","EN","2","","",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","E3E214ADBDC34A8E8767980D34FC4A63",""
"2024-05-16 13:04:46","2024-05-16 13:29:01","0",646,"100","1454","1","2024-05-16 13:29:01","R_6wAVcKgky9Hw5Tb","","","","",593,593,"anonymous","EN","1","2","2",616,"100","82","82","2021-2745-6841-9789","100","81","81","0","0","0","100","100","0","0","0","1","1","2","","2","","3","","33","4","","50","C25365BBAF7841B1AF63D632C7511C2A","rudimentary"
"2024-05-16 13:10:50","2024-05-16 13:29:02","0",647,"100","1091","1","2024-05-16 13:29:03","R_5N0XcN8PrsfAEKJ","","","","",594,594,"anonymous","EN","1","2","2",617,"20","35","14","6168-6952-0086-6789","0","2","0","25","21","26","95","73","73","66","26","3","1","2","","2","","2","","44","4","","24","6568FF2BEDA846EBB69E5DC167DC2A6A","rudimentary"
"2024-05-16 13:08:56","2024-05-16 13:29:04","0",648,"100","1207","1","2024-05-16 13:29:04","R_2iPTPag87SRntsO","","","","",595,595,"anonymous","EN","1","2","2",618,"71","72","72","5124-3757-4895-6906","86","85","84","0","0","0","80","81","0","5","0","1","1","1","For testing and just personal use","2","","3","","27","4","","31","41C6C61F06C94686BB8ECF0E53E42DB8","rudimentary"
"2024-05-16 13:00:21","2024-05-16 13:29:11","0",649,"100","1729","1","2024-05-16 13:29:12","R_2bZ7VocR9vXv27L","","","","",596,596,"anonymous","EN","1","2","2",619,"97","20","92","1616-0425-7165-6748","13","11","36","23","3","38","100","87","100","65","69","1","1","1","I've used ChatGPT as a companion, not sure of an app directly maybe I misunderstood","1","","3","","35","4","","72","AF63CE8D6ADF4519881C3489AC455B21","generalist_ai_v3"
"2024-05-16 13:10:17","2024-05-16 13:29:39","0",650,"100","1162","1","2024-05-16 13:29:39","R_1iyR2L1l08eSjpk","","","","",597,597,"anonymous","EN","1","2","2",620,"81","76","78","2696-5603-6274-6309","83","81","81","0","0","18","77","61","29","31","14","1","1","2","","2","","3","","32","4","","18","5853B2EED32F403486DFB596C648D99D","generalist_ai_v3"
"2024-05-16 13:03:06","2024-05-16 13:29:44","0",651,"100","1597","1","2024-05-16 13:29:45","R_8Ey0pVwz7F3OROZ","","","","",598,598,"anonymous","EN","1","2","2",621,"53","50","50","0238-8390-8788-4401","50","49","48","25","37","39","93","76","79","73","61","1","1","1","i used chat gpt for general advice, writing proofreading for emails, and to give suggestions about workout plans","1","","1","","25","4","","51","9D1A0770BA8B4EEDBAFD5FE8BBAABAB3","generalist_ai_v3"
"2024-05-16 13:07:50","2024-05-16 13:29:48","0",652,"100","1318","1","2024-05-16 13:29:49","R_5du9l3irnETRxOj","","","","",599,599,"anonymous","EN","1","2","2",622,"0","0","0","7980-2670-3789-1171","0","0","0","50","100","100","100","100","82","100","93","1","1","2","","2","","1","","31","3","","52","6588148F88F04A4A9E36E8CCA9234BF4","regular"
"2024-05-16 13:09:39","2024-05-16 13:29:53","0",653,"100","1214","1","2024-05-16 13:29:54","R_2SHxVjW08hLoJxa","","","","",590,590,"anonymous","EN","1","2","2",623,"16","27","11","6965-7139-2768-3195","7","6","3","94","96","93","100","100","100","100","84","1","1","2","","2","","3","","66","2","","22","F5FDC6DC336444FAA9A4012E0F66D095","regular"
"2024-05-16 13:11:36","2024-05-16 13:30:05","0",654,"100","1108","1","2024-05-16 13:30:05","R_7rYiTWW4tCSInNP","","","","",600,600,"anonymous","EN","1","2","2",624,"0","0","0","9880-3380-8763-4107","0","0","0","90","75","75","100","100","100","80","100","1","1","1","To solve problems for work","1","","3","","38","3","","100","6067C2BD98A943DFB915746E2DBD2DB5","regular"
"2024-05-16 13:29:59","2024-05-16 13:30:26","0",655,"100","26","1","2024-05-16 13:30:26","R_5EXaa5hRiXY11Aa","","","","",601,601,"anonymous","EN","1","1","2",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","79D947138DEC40F9948D19B59D6CF25B",""
"2024-05-16 13:12:10","2024-05-16 13:30:29","0",656,"100","1098","1","2024-05-16 13:30:30","R_57xPB7TdiQofUNX","","","","",602,602,"anonymous","EN","1","2","2",625,"40","40","40","5809-2278-7204-4073","41","37","40","0","0","0","98","53","64","0","0","1","1","2","","2","","3","","49","1","","82","B5F24C6795D046B484CB45DFF121E27B","rudimentary"
"2024-05-16 13:11:17","2024-05-16 13:30:33","0",657,"100","1155","1","2024-05-16 13:30:34","R_7Btybqv10DUYFfJ","","","","",585,585,"anonymous","EN","1","2","2",626,"0","5","9","6721-1484-3686-2403","3","1","0","100","96","93","91","95","81","95","92","3","1","1","I used an AI app before to give me artistic ideas in art.","1","","1","","24","1","","89","08B341BEEA054293985F646A809C60B7","generalist_ai_v3"
"2024-05-16 13:13:05","2024-05-16 13:30:38","0",658,"100","1053","1","2024-05-16 13:30:39","R_51nrDgy830B24qd","","","","",603,603,"anonymous","EN","1","2","2",627,"0","0","0","6107-1835-5703-3333","0","0","0","0","0","0","0","0","0","0","0","1","1","1","8224EFD1CEC1438FBE59C0CDF9BB6981","1","","3","","30","4","","0","8224EFD1CEC1438FBE59C0CDF9BB6981","regular"
"2024-05-16 13:30:18","2024-05-16 13:30:41","0",659,"100","22","1","2024-05-16 13:30:41","R_2NJKCvkkKynbOMZ","","","","",604,604,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","47D58FE1963F4C4EBFED29872820F809",""
"2024-05-16 12:59:44","2024-05-16 13:31:25","0",660,"100","1900","1","2024-05-16 13:31:25","R_4ptT5h7ysU154PL","","","","",135,135,"anonymous","EN","1","2","2",628,"0","38","32","2403-7590-2432-2575","0","0","0","21","0","10","100","100","22","84","0","1","1","2","","1","","1","","25","4","","85","57E9E9896DC94ABD863BE2C9136F3AFE","rudimentary"
"2024-05-16 13:12:49","2024-05-16 13:31:49","0",661,"100","1140","1","2024-05-16 13:31:50","R_2oaRoOVLubXJftu","","","","",605,605,"anonymous","EN","1","2","2",629,"0","0","0","3481-1707-1881-6984","0","0","0","62","57","57","99","100","82","100","78","3","1","1","on another hit. ","2","","3","","59","4","","32","C554B0530B304EB39F0368152BEE33E1","generalist_ai_v3"
"2024-05-16 13:31:37","2024-05-16 13:31:55","0",662,"100","18","1","2024-05-16 13:31:56","R_7P6hLZ2zgxgIHMc","","","","",494,494,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","3AF1C726A5B140148AA245FF78EC4324",""
"2024-05-16 13:07:53","2024-05-16 13:32:05","0",663,"100","1452","1","2024-05-16 13:32:06","R_1oHLVoHx01kY3Od","","","","",606,606,"anonymous","EN","1","2","2",630,"53","51","69","6835-7051-3382-6584","71","75","83","0","0","0","90","0","0","0","0","1","1","1","To write a compelling email","1","","3","","47","4","","72","FF5C819FAFA14B25B79605328A192CEB","rudimentary"
"2024-05-16 13:11:37","2024-05-16 13:32:11","0",664,"100","1233","1","2024-05-16 13:32:12","R_7pDuzpY4LIr4dWU","","","","",607,607,"anonymous","EN","1","2","2",631,"85","60","90","5447-1949-1016-1680","90","71","96","54","71","79","32","100","88","50","38","1","1","2","","1","","3","","49","1","","80","8644E324A95F4C3BB0492DE6DD73B0CF","regular"
"2024-05-16 13:12:23","2024-05-16 13:32:34","0",665,"100","1211","1","2024-05-16 13:32:35","R_5hygLzBjgXy9HKR","","","","",608,608,"anonymous","EN","1","2","2",632,"13","22","15","0528-2182-4393-1362","15","19","18","9","9","9","88","37","70","90","28","1","1","1","To help generate ideas for SEI","2","","3","","39","4","","36","13B9F33091CD49BEACB6CDB88C0FBBDF","rudimentary"
"2024-05-16 13:15:10","2024-05-16 13:32:42","0",560,"100","1051","1","2024-05-16 13:32:43","R_2zY2Q3rhOeybv7P","","","","",513,513,"anonymous","EN","1","2","2",633,"20","83","83","0136-2069-2439-6455","18","85","87","64","100","84","89","78","100","100","84","1","1","2","","2","","2","","25","3","","100","8FF080AFE75A4F5F904F2FCA109C3A2C","regular"
"2024-05-16 13:05:46","2024-05-16 13:32:57","0",666,"100","1630","1","2024-05-16 13:32:58","R_5QKGc0tzxKklJqz","","","","",288,287,"anonymous","EN","1","2","2",634,"50","38","31","9596-4755-9557-8432","50","30","30","77","72","60","73","71","65","65","64","1","1","2","","2","","1","","52","3","","71","2D0C80DA3DEB48029A840E957D9A8867","rudimentary"
"2024-05-16 12:46:15","2024-05-16 13:33:00","0",667,"100","2804","1","2024-05-16 13:33:01","R_2LjJGz9pNyI0BI5","","","","",609,609,"anonymous","EN","1","2","2",635,"0","20","70","0725-2242-4524-4942","4","4","3","34","35","32","100","100","100","100","95","1","1","2","","2","","1","","33","4","","88","FD9C948113F04D98A48D67F4C0DC0391","regular"
