ParticipantId,StartTime (Europe/Istanbul),CompletionTime (Europe/Istanbul),CompletionType,CompletionCode,Payment,Bonus,Fees,Status,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Gender,Country Of Residence,Household Income,Race,Employment Status
2734CB95451342758D412767C5CD4B98,04/15/2024 03:12:13 PM,04/15/2024 03:13:22 PM,Redirect,,0.3,15,0.00,Approved,37,"Bachelor's degree (for example: BA, AB, BS)",Female,Medicine,In a relationship,Democrat,Woman,United States,"$50,000-$59,999",White,Full-time
F4EC577D0AE44D6EA1E498533D5C8C76,04/15/2024 03:12:27 PM,04/15/2024 03:30:06 PM,Redirect,,0.3,15.7,0.00,Approved,44,"Some college, but no degree",Male,Information Technology,Single,Democrat,Man,United States,"$10,000-$19,999",White,Part-time
B2A470B2B06140B5A52CA539A5BE53E6,04/15/2024 03:13:03 PM,04/15/2024 03:33:55 PM,Redirect,,0.3,15.7,0.00,Approved,69,"Bachelor's degree (for example: BA, AB, BS)",Female,Business Management & Administration,Single,Democrat,Woman,United States,"$50,000-$59,999",White,Full-time
F43B7171466F479E84FD141F1FA52B40,04/15/2024 03:13:24 PM,04/15/2024 03:34:00 PM,Redirect,,0.3,15.7,0.00,Approved,44,"Bachelor's degree (for example: BA, AB, BS)",Male,"Transportation, Distribution & Logistics",Married,Independent,Man,United States,"$100,000-$124,999",White,Full-time
8B61FD56109B40EFB471E8AADAC113E1,04/15/2024 03:14:00 PM,04/15/2024 03:30:58 PM,Redirect,,0.3,15.7,0.00,Approved,34,"Bachelor's degree (for example: BA, AB, BS)",Male,Government & Public Administration,Married,Republican,Man,United States,"$100,000-$124,999",White,"Not in paid work (e.g., homemaker, disabled)"
74901D2ADE564603BE59D28A55952B5C,04/15/2024 03:14:22 PM,04/15/2024 03:15:10 PM,Redirect,,0.3,15,0.00,Approved,28,"Associate degree (for example: AA, AS)",Female,Arts,Single,Independent,Woman,United States,"$100,000-$124,999",Chinese,Business Owner
237194CD2C1C4BFBA9AE8CE24126C539,04/15/2024 03:14:53 PM,04/15/2024 03:15:42 PM,Redirect,,0.3,15,0.00,Approved,46,"Associate degree (for example: AA, AS)",Male,Information Technology,Single,Independent,Man,United States,"Less than $10,000",White,Part-time
9A86A88B229145CA9943EAA00F48703F,04/15/2024 03:16:31 PM,04/15/2024 03:36:47 PM,Redirect,,0.3,15.7,0.00,Approved,32,"Bachelor's degree (for example: BA, AB, BS)",Male,"Science, Technology, Engineering & Mathematics",Married,Democrat,Man,United States,"$125,000-$149,999",White,Full-time
558C6C2E93914C0EBA625E42F900F002,04/15/2024 03:19:07 PM,04/15/2024 03:36:16 PM,Redirect,,0.3,15.7,0.00,Approved,31,"Bachelor's degree (for example: BA, AB, BS)",Male,Government & Public Administration,In a relationship,Independent,Man,United States,"$60,000-$69,999",American Indian or Alaska Native,Full-time
38D5E08B13DA452096B7DE7E063C842A,04/15/2024 03:19:33 PM,04/15/2024 03:21:14 PM,Redirect,,0.3,15,0.00,Approved,27,"Bachelor's degree (for example: BA, AB, BS)",Male,Medicine,Single,Democrat,Man,United States,"$40,000-$49,999",Chinese,Student
8772FA5CB29247CCB540DAE99E0A1258,04/15/2024 03:19:43 PM,04/15/2024 03:20:17 PM,Redirect,,0.3,15,0.00,Approved,69,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Education & Training,Married,Republican,Man,United States,"$50,000-$59,999",White,Part-time
C7890E0F40F94E5EB8602AADAD680BCC,04/15/2024 03:19:45 PM,04/15/2024 03:21:31 PM,Redirect,,0.3,15,0.00,Approved,70,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Education & Training,Married,Republican,Man,United States,"$90,000-$99,999",White,Retired
944F9EC7FFF148FDA8CE659AF82CB9A8,04/15/2024 03:20:25 PM,04/15/2024 03:20:44 PM,Redirect,,0.3,15,0.00,Approved,28,"Some college, but no degree",Male,Retail,Married,Democrat,Man,United States,"$70,000-$79,999",White,Part-time
EFD199785A674969BD0C950D361FF204,04/15/2024 03:20:59 PM,04/15/2024 03:42:51 PM,Redirect,,0.3,15.7,0.00,Approved,44,"Some college, but no degree",Male,"Agriculture, Food and Natural Resources",Married,Republican,Man,United States,"$175,000-$199,999",White,Full-time
7A1D47E9413247E89A2205B714D21019,04/15/2024 03:21:13 PM,04/15/2024 03:42:30 PM,Redirect,,0.3,15.7,0.00,Approved,46,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Education & Training,In a civil union/partnership,Democrat,Woman,United States,"$70,000-$79,999",White,Business Owner
59F697E7D9844BDBAC6579AD180CB1FD,04/15/2024 03:22:32 PM,04/15/2024 03:23:06 PM,Redirect,,0.3,15,0.00,Approved,42,"Bachelor's degree (for example: BA, AB, BS)",Male,Other,Single,Independent,Man,United States,"$70,000-$79,999",White,Business Owner
A09E5BE893AD458F962CAFB15189D7D7,04/15/2024 03:23:09 PM,04/15/2024 03:23:34 PM,Redirect,,0.3,15,0.00,Approved,55,"Professional degree (for example: MD, DDS, DVM, LLB, JD)",Female,Retail,Divorced,Independent,Woman,United States,"$40,000-$49,999",White,Business Owner
D45FF8DCEB9945BEA96E90B69CA84D06,04/15/2024 03:24:40 PM,04/15/2024 03:25:08 PM,Redirect,,0.3,15,0.00,Approved,21,"Some college, but no degree",Female,Other,Single,Democrat,Woman,United States,"$40,000-$49,999",White,Part-time
7924E5B4A3934D72ACBCF2676CF4678B,04/15/2024 03:26:22 PM,04/15/2024 03:47:23 PM,Redirect,,0.3,15.7,0.00,Approved,53,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Business Management & Administration,Divorced,Republican,Man,United States,"$250,000 or more",White,Full-time
B336CD14B1614BA3B17FEADD0AD234E2,04/15/2024 03:26:39 PM,04/15/2024 03:50:48 PM,Redirect,,0.3,15.7,0.00,Approved,45,"Some college, but no degree",Female,Retail,Married,Independent,Woman,United States,"$250,000 or more",White,Business Owner
076C84CD834A4EC3A5D6ECE1E4C5EFB1,04/15/2024 03:28:22 PM,04/15/2024 03:49:39 PM,Redirect,,0.3,15.7,0.00,Approved,77,"Some college, but no degree",Female,Other,In a relationship,Democrat,Woman,United States,"$30,000-$39,999",White,Full-time
3CC53FC426B4428393C784A636C17C09,04/15/2024 03:29:51 PM,04/15/2024 03:30:26 PM,Redirect,,0.3,15,0.00,Approved,37,"Some college, but no degree",Male,Manufacturing,Single,Democrat,Man,United States,"$50,000-$59,999",White,Full-time
AD5EB6696FC948BAAD07CEA96A935850,04/15/2024 03:31:17 PM,04/15/2024 03:31:52 PM,Redirect,,0.3,15,0.00,Approved,36,"Some college, but no degree",Male,Other,Single,Something else,Man,United States,"$20,000-$29,999",White,Unemployed
17BA2CF285634057B9F2112F237D0263,04/15/2024 03:32:54 PM,04/15/2024 03:55:14 PM,Redirect,,0.3,15.7,0.00,Approved,43,"Bachelor's degree (for example: BA, AB, BS)",Female,Education & Training,Married,Prefer not to say,Woman,United States,Prefer not to say,White,"Not in paid work (e.g., homemaker, disabled)"
B943EEA9B392471F89EA13197631BEB0,04/15/2024 03:33:12 PM,04/15/2024 03:33:32 PM,Redirect,,0.3,15,0.00,Approved,44,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Business Management & Administration,Married,Republican,Woman,United States,"$100,000-$124,999",White,Business Owner
DD38E72E6D2F473D838AA11BF7B82FD3,04/15/2024 03:33:34 PM,04/15/2024 03:34:37 PM,Redirect,,0.3,15,0.00,Approved,18,High school graduate - high school diploma or the equivalent (for example: GED),Female,Arts,In a relationship,Something else,Woman,United States,"$175,000-$199,999",White,Student
B042FE32B34A41BC81539817FD2BD5C1,04/15/2024 03:33:57 PM,04/15/2024 03:34:43 PM,Redirect,,0.3,15,0.00,Approved,28,"Some college, but no degree",Female,Retail,Married,Democrat,Woman,United States,"$50,000-$59,999",White,"Not in paid work (e.g., homemaker, disabled)"
86AC43B97E41405EA76294740819988C,04/15/2024 03:34:08 PM,04/15/2024 03:54:32 PM,Redirect,,0.3,15.7,0.00,Approved,28,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,In a relationship,Democrat,Woman,United States,"$80,000-$89,999",White,Full-time
1ADE181FB4ED4C11ACA7337373E1FA5B,04/15/2024 03:35:04 PM,04/15/2024 03:35:41 PM,Redirect,,0.3,15,0.00,Approved,33,"Bachelor's degree (for example: BA, AB, BS)",Male,"Science, Technology, Engineering & Mathematics",Married,Republican,Man,United States,"$90,000-$99,999",White,Full-time
EE5B6ECBD0AB4F448E473BAE04F4D322,04/15/2024 03:36:20 PM,04/15/2024 03:41:55 PM,Redirect,,0.3,15,0.00,Approved,64,"Associate degree (for example: AA, AS)",Male,Retired,Married,Independent,Man,United States,"$30,000-$39,999",White,Retired
79B47D3CAE954075ADBBC0E015A460C4,04/15/2024 03:38:09 PM,04/15/2024 03:57:57 PM,Redirect,,0.3,15.7,0.00,Approved,36,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,Single,Independent,Man,United States,"$80,000-$89,999",White,Full-time
3A3E723585424FA8B873D186C2098AA0,04/15/2024 03:38:32 PM,04/15/2024 03:39:45 PM,Redirect,,0.3,15,0.00,Approved,38,"Some college, but no degree",Male,Business Management & Administration,Separated,Democrat,Man,United States,"$50,000-$59,999",White,Full-time
E6FF23BB2EA34200A38C9F45A87B4191,04/15/2024 03:38:41 PM,04/15/2024 03:40:18 PM,Redirect,,0.3,15,0.00,Approved,24,"Bachelor's degree (for example: BA, AB, BS)",Female,"Science, Technology, Engineering & Mathematics",Single,Democrat,Woman,United States,"$30,000-$39,999",White,Full-time
51F4D7DF38CC4EE09363ACE27E909ED6,04/15/2024 03:39:49 PM,04/15/2024 03:40:33 PM,Redirect,,0.3,15,0.00,Approved,55,Less than a high school diploma,Female,Other,In a relationship,Something else,Woman,United States,"$10,000-$19,999",White,Unemployed
E5BD525336D84DD7998473955EECB846,04/15/2024 03:40:09 PM,04/15/2024 03:40:45 PM,Redirect,,0.3,15,0.00,Approved,27,High school graduate - high school diploma or the equivalent (for example: GED),Male,Other,In a relationship,Something else,Man,United States,Prefer not to say,White,Full-time
F97CB49AD42B45039635662F6357F4FE,04/15/2024 03:41:44 PM,04/15/2024 03:59:15 PM,Redirect,,0.3,15.7,0.00,Approved,24,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,Married,Republican,Woman,United States,"$100,000-$124,999",White,Part-time
C5F739838F84491FBB3DF6EB57A21B8C,04/15/2024 03:42:17 PM,04/15/2024 04:00:03 PM,Redirect,,0.3,15.7,0.00,Approved,40,"Bachelor's degree (for example: BA, AB, BS)",Female,Government & Public Administration,Married,Democrat,Woman,United States,"$125,000-$149,999",White,Full-time
1BB2F7BCFF204F869A86A204DC3BD58C,04/15/2024 03:42:17 PM,04/15/2024 04:04:51 PM,Redirect,,0.3,15.7,0.00,Approved,32,"Some college, but no degree",Female,Other,Single,Independent,Non-binary,United States,"Less than $10,000",Black or African American,Business Owner
4297AF3FDD3046A09816FC17FCEC1DD3,04/15/2024 03:42:28 PM,04/15/2024 04:06:33 PM,Redirect,,0.3,15.7,0.00,Approved,45,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Finance,Married,Democrat,Man,United States,"$250,000 or more",White,Full-time
BE591BC2543C4558BE67C23E98B23BEE,04/15/2024 03:42:41 PM,04/15/2024 03:43:19 PM,Redirect,,0.3,15,0.00,Approved,51,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,Married,Independent,Woman,United States,"$100,000-$124,999",White,Part-time
87892FE4AFB94BE49E3FB5095F4111CC,04/15/2024 03:43:42 PM,04/15/2024 03:44:20 PM,Redirect,,0.3,15,0.00,Approved,44,"Bachelor's degree (for example: BA, AB, BS)",Male,"Transportation, Distribution & Logistics",Married,Democrat,Man,United States,"$60,000-$69,999",White,
DE1EC6694BCA49DA8C28E574B5E168F5,04/15/2024 03:43:46 PM,04/15/2024 03:44:06 PM,Redirect,,0.3,15,0.00,Approved,45,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,"Science, Technology, Engineering & Mathematics",Married,Democrat,Woman,United States,"$200,000-$224,999",White,Full-time
5FF888CC8DF64030A242B91BCBB094B2,04/15/2024 03:44:23 PM,04/15/2024 03:44:53 PM,Redirect,,0.3,15,0.00,Approved,49,"Bachelor's degree (for example: BA, AB, BS)",Male,Finance,Divorced,Republican,Man,United States,"$20,000-$29,999",Korean,Part-time
3419143C9E9C4AD49DA3356693A6670E,04/15/2024 03:44:25 PM,04/15/2024 03:44:47 PM,Redirect,,0.3,15,0.00,Approved,43,"Bachelor's degree (for example: BA, AB, BS)",Male,Other,Single,Democrat,Man,United States,"$30,000-$39,999",White,Student
5AAA0DED16E64782A06426DBFA37ADC7,04/15/2024 03:45:12 PM,04/15/2024 03:45:31 PM,Redirect,,0.3,15,0.00,Approved,38,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Information Technology,Married,Democrat,Man,United States,"$225,000-$249,999",White,Full-time
411292E2C1024DF9A5882CC3524DD73A,04/15/2024 03:46:53 PM,04/15/2024 04:05:34 PM,Redirect,,0.3,15.7,0.00,Approved,20,"Some college, but no degree",Female,I’d Rather Not Say,In a relationship,Democrat,Woman,United States,"$60,000-$69,999",Black or African American,Student
3701428B74B748B4A55DA78FEAF1D7C8,04/15/2024 03:47:06 PM,04/15/2024 04:05:35 PM,Redirect,,0.3,15.7,0.00,Approved,35,"Bachelor's degree (for example: BA, AB, BS)",Male,Other,Married,Independent,Man,United States,"$60,000-$69,999",White,Full-time
6571F78B7D7D460EB22E2F1E6347F690,04/15/2024 03:47:07 PM,04/15/2024 03:47:36 PM,Redirect,,0.3,15,0.00,Approved,35,High school graduate - high school diploma or the equivalent (for example: GED),Male,Retail,Married,Democrat,Man,United States,"$50,000-$59,999",White,Business Owner
4B0CE07C4F434476AF0B131C45E7AB28,04/15/2024 03:47:19 PM,04/15/2024 03:47:38 PM,Redirect,,0.3,0,0.00,Approved,38,"Bachelor's degree (for example: BA, AB, BS)",Female,"Transportation, Distribution & Logistics",In a civil union/partnership,Democrat,Woman,United States,"$80,000-$89,999",White,Full-time
E89F1988106A47C69BCCC9CB6CF76758,04/15/2024 03:47:58 PM,04/15/2024 04:10:12 PM,Redirect,,0.3,15.7,0.00,Approved,67,High school graduate - high school diploma or the equivalent (for example: GED),Female,Retired,Divorced,Something else,Woman,United States,"$10,000-$19,999",White,Retired
3D4E6F883F75402BBCEC6EDA890D6FE8,04/15/2024 03:49:09 PM,04/15/2024 03:50:09 PM,Redirect,,0.3,0,0.00,Approved,38,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Government & Public Administration,Married,Independent,Woman,United States,"$225,000-$249,999",White,Full-time
5CB76BED4B3A4DC586B042B85960FE14,04/15/2024 03:49:16 PM,04/15/2024 03:49:43 PM,Redirect,,0.3,15,0.00,Approved,49,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,Married,Republican,Woman,United States,"$70,000-$79,999",White,Full-time
607CA9E6C77D4A4CB498E2513CAB827E,04/15/2024 03:49:55 PM,04/15/2024 03:50:35 PM,Redirect,,0.3,15,0.00,Approved,36,"Bachelor's degree (for example: BA, AB, BS)",Female,Education & Training,Single,Republican,Woman,United States,"$50,000-$59,999",White,Full-time
C72683EDA05644BF8FEE172FFA9A3392,04/15/2024 03:51:51 PM,04/15/2024 03:52:53 PM,Redirect,,0.3,15,0.00,Approved,78,"Associate degree (for example: AA, AS)",Female,Retired,Widowed,Republican,Woman,United States,"$20,000-$29,999",White,Retired
A03E5FA85ABF4E88890A05D201D11D29,04/15/2024 03:54:16 PM,04/15/2024 04:11:19 PM,Redirect,,0.3,15.7,0.00,Approved,41,"Some college, but no degree",Female,Architecture and Construction,Married,Democrat,Woman,United States,"$70,000-$79,999",Black or African American,Full-time
BC516CC4E06B48C6A0A91E8AC9EB47A5,04/15/2024 03:54:52 PM,04/15/2024 04:13:37 PM,Redirect,,0.3,15.7,0.00,Approved,52,"Associate degree (for example: AA, AS)",Female,Other,Married,Republican,Woman,United States,"$60,000-$69,999",White,Part-time
F2677A34071A4B648B37954EDD3A959D,04/15/2024 03:55:39 PM,04/15/2024 04:20:02 PM,Redirect,,0.3,15,0.00,Approved,30,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Information Technology,Married,Democrat,Man,United States,"$125,000-$149,999",White,Full-time
1D71A5F423D14CCDAC4CFD7D6589BDBE,04/15/2024 03:55:45 PM,04/15/2024 03:56:15 PM,Redirect,,0.3,15,0.00,Approved,40,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Other,In a relationship,Democrat,Man,United States,"$40,000-$49,999",Black or African American,Full-time
5C073E2E1A724D02B3B771E781D06DE6,04/15/2024 03:55:56 PM,04/15/2024 03:56:40 PM,Redirect,,0.3,0,0.00,Approved,46,"Associate degree (for example: AA, AS)",Male,Manufacturing,Married,Independent,Man,United States,"$90,000-$99,999",White,Full-time
65F9D4592C174BD39829942508A82DDA,04/15/2024 03:56:03 PM,04/15/2024 03:56:32 PM,Redirect,,0.3,15,0.00,Approved,36,"Some college, but no degree",Male,Information Technology,Married,Republican,Man,United States,"$125,000-$149,999",White,Full-time
176B40DB9C0E4C7A9EC1E3EC0095D980,04/15/2024 03:56:51 PM,04/15/2024 03:57:16 PM,Redirect,,0.3,15,0.00,Approved,49,"Some college, but no degree",Male,I’d Rather Not Say,Single,Republican,Man,United States,"$40,000-$49,999",White,Unemployed
6F1CBBF533844A77A9B9F9547B9FEEEA,04/15/2024 03:57:31 PM,04/15/2024 04:16:07 PM,Redirect,,0.3,15.7,0.00,Approved,40,"Bachelor's degree (for example: BA, AB, BS)",Female,Medicine,Married,Democrat,Woman,United States,"$250,000 or more",White,Part-time
9D6A8DABA9064A83972F7F55B2FE8D85,04/15/2024 03:59:39 PM,04/15/2024 04:16:56 PM,Redirect,,0.3,15.7,0.00,Approved,61,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Medicine,In a relationship,Democrat,Woman,United States,"$200,000-$224,999",White,Full-time
1938D7A0E8B74512AC6DD8AEB952A725,04/15/2024 04:00:23 PM,04/15/2024 04:18:04 PM,Redirect,,0.3,15.7,0.00,Approved,25,"Bachelor's degree (for example: BA, AB, BS)",Male,Education & Training,Single,Democrat,Man,United States,"$40,000-$49,999",Chinese,Full-time
3D15077B52F04F429BA945E2A27D6C82,04/15/2024 04:00:23 PM,04/15/2024 04:23:44 PM,Redirect,,0.3,15.7,0.00,Approved,51,"Associate degree (for example: AA, AS)",Female,Other,Married,Republican,Woman,United States,"$100,000-$124,999",White,Part-time
EFA1E05ACC9F47088C011202FE946B5F,04/15/2024 04:01:54 PM,04/15/2024 04:23:17 PM,Redirect,,0.3,15.7,0.00,Approved,30,"Bachelor's degree (for example: BA, AB, BS)",Female,Education & Training,Married,Independent,Woman,United States,"$40,000-$49,999",An ethnicity not listed here,"Not in paid work (e.g., homemaker, disabled)"
87ED3ABB0ADE45BF978C2C11CC28B0B0,04/15/2024 04:02:21 PM,04/15/2024 04:24:06 PM,Redirect,,0.3,15.7,0.00,Approved,54,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Education & Training,Married,Republican,Man,United States,"$125,000-$149,999",White,Full-time
A458F05F81D44C5C9625C648A87BBFDE,04/15/2024 04:03:08 PM,04/15/2024 04:04:03 PM,Redirect,,0.3,15,0.00,Approved,68,"Bachelor's degree (for example: BA, AB, BS)",Male,Finance,Married,Independent,Man,United States,Prefer not to say,White,Part-time
F9591BFC1E88449A80FBE367479BD007,04/15/2024 04:03:33 PM,04/15/2024 04:20:13 PM,Redirect,,0.3,15.7,0.00,Approved,30,"Bachelor's degree (for example: BA, AB, BS)",Male,Business Management & Administration,Married,Something else,Man,United States,"$200,000-$224,999",White,Full-time
3D22B98727274960BEF81E263CB7F756,04/15/2024 04:05:26 PM,04/15/2024 04:31:19 PM,Redirect,,0.3,15.7,0.00,Approved,41,"Bachelor's degree (for example: BA, AB, BS)",Female,Education & Training,Single,Something else,Woman,United States,"$30,000-$39,999",Black or African American,Part-time
42E11D90D1474FD69C5FC6536F3C23C7,04/15/2024 04:08:34 PM,04/15/2024 04:29:21 PM,Redirect,,0.3,15.7,0.00,Approved,52,"Bachelor's degree (for example: BA, AB, BS)",Female,Business Management & Administration,Single,Democrat,Woman,United States,"$60,000-$69,999",White,Full-time
09228F2CD6294CF1AEA7171816AABA1F,04/15/2024 04:08:48 PM,04/15/2024 04:25:57 PM,Redirect,,0.3,15.7,0.00,Approved,63,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Education & Training,Married,Democrat,Man,United States,"$175,000-$199,999",White,Full-time
738C47B8F8254C7B80D9362DD68F28BE,04/15/2024 04:09:03 PM,04/15/2024 04:37:02 PM,Redirect,,0.3,15.7,0.00,Approved,46,"Bachelor's degree (for example: BA, AB, BS)",Male,Retail,Single,Republican,Man,United States,"$20,000-$29,999",White,Unemployed
AA175CE8F0784E7C93E27E10F6467F98,04/15/2024 04:12:41 PM,04/15/2024 04:33:10 PM,Redirect,,0.3,15.7,0.00,Approved,45,"Bachelor's degree (for example: BA, AB, BS)",Male,Education & Training,Married,Democrat,Man,United States,"$125,000-$149,999",White,Full-time
2005C80C4D674B82A36FD906AE99C269,04/15/2024 04:15:02 PM,04/15/2024 04:15:41 PM,Redirect,,0.3,15,0.00,Approved,70,"Bachelor's degree (for example: BA, AB, BS)",Female,Hospitality & Tourism,Widowed,Democrat,Woman,United States,"$30,000-$39,999",White,Full-time
A6314055D0BE49E1BEE7D450D0718DF6,04/15/2024 04:16:44 PM,04/15/2024 04:37:19 PM,Redirect,,0.3,15.7,0.00,Approved,39,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Education & Training,Single,Democrat,Woman,United States,"$90,000-$99,999",Filipino,Part-time
E2047E298CF54A09AC5096D16E35328E,04/15/2024 04:16:49 PM,04/15/2024 04:17:49 PM,Redirect,,0.3,15,0.00,Approved,65,"Doctorate degree (for example: PhD, EdD)",Female,Retired,Widowed,Democrat,Woman,United States,"$150,0000-$174,999",White,"Not in paid work (e.g., homemaker, disabled)"
167FBA33745145AAB16ECD41B165801B,04/15/2024 04:16:51 PM,04/15/2024 04:17:44 PM,Redirect,,0.3,15,0.00,Approved,40,"Some college, but no degree",Female,Arts,Married,Independent,Woman,United States,"$150,0000-$174,999",Black or African American,"Not in paid work (e.g., homemaker, disabled)"
75B7E17B71B840568DF71AE43662AD2D,04/15/2024 04:16:51 PM,04/15/2024 04:35:11 PM,Redirect,,0.3,15.7,0.00,Approved,45,"Bachelor's degree (for example: BA, AB, BS)",Female,Information Technology,Single,Democrat,Woman,United States,"$60,000-$69,999",An ethnicity not listed here,Full-time
B0C378287CF94560AD7D79749B908570,04/15/2024 04:17:43 PM,04/15/2024 04:18:16 PM,Redirect,,0.3,15,0.00,Approved,34,"Bachelor's degree (for example: BA, AB, BS)",Female,Legal,Married,Democrat,Prefer not to say,United States,"$70,000-$79,999",White,Full-time
2EB81FC30CDB470F8C2AA88333F3CBF4,04/15/2024 04:17:54 PM,04/15/2024 04:18:59 PM,Redirect,,0.3,15,0.00,Approved,34,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,In a relationship,Democrat,Woman,United States,"$80,000-$89,999",White,Full-time
1C3FEAA46E0444B8B0F96480EF8E0F8A,04/15/2024 04:18:39 PM,04/15/2024 04:35:31 PM,Redirect,,0.3,15.7,0.00,Approved,41,"Some college, but no degree",Female,Other,Single,Independent,Woman,United States,"$60,000-$69,999",White,Full-time
8CB11E214EC74ED285790267A0CC6244,04/15/2024 04:19:03 PM,04/15/2024 04:37:12 PM,Redirect,,0.3,15.7,0.00,Approved,26,"Associate degree (for example: AA, AS)",Female,Retail,Single,Independent,Woman,United States,"$70,000-$79,999",White,Part-time
F7D40967AFF441E08EE288EBFBFBB8E6,04/15/2024 04:19:06 PM,04/15/2024 04:42:43 PM,Redirect,,0.3,15.7,0.00,Approved,33,"Bachelor's degree (for example: BA, AB, BS)",Male,Marketing and Sales,Single,Democrat,Man,United States,"$50,000-$59,999",Chinese,Unemployed
C6BEF133CFB74BFD9C7F25FB48C667F7,04/15/2024 04:19:11 PM,04/15/2024 04:38:19 PM,Redirect,,0.3,15.7,0.00,Approved,43,"Some college, but no degree",Female,Manufacturing,Married,Republican,Woman,United States,"$90,000-$99,999",White,Full-time
1358E123C96B40AD9578730D671647EE,04/15/2024 04:19:13 PM,04/15/2024 04:19:52 PM,Redirect,,0.3,15,0.00,Approved,72,"Bachelor's degree (for example: BA, AB, BS)",Female,Social Sciences,Divorced,Democrat,Woman,United States,"$50,000-$59,999",White,Retired
D4DC39D1269847CB8359080DC5F384D0,04/15/2024 04:19:17 PM,04/15/2024 04:21:17 PM,Redirect,,0.3,15,0.00,Approved,69,"Some college, but no degree",Male,Retired,Single,Democrat,Man,United States,"$10,000-$19,999",White,Retired
12814A4E7A304162B18513952018A58B,04/15/2024 04:20:33 PM,04/15/2024 04:38:13 PM,Redirect,,0.3,15.7,0.00,Approved,39,"Bachelor's degree (for example: BA, AB, BS)",Female,Education & Training,Married,Republican,Woman,United States,"$125,000-$149,999",White,Full-time
9E264DC46641457DB60FD8AF3DA3F298,04/15/2024 04:20:37 PM,04/15/2024 04:21:31 PM,Redirect,,0.3,15,0.00,Approved,36,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Government & Public Administration,Married,Independent,Man,United States,"$100,000-$124,999",Chinese,Full-time
3965176CEA054A0CB7057FD6BDA47254,04/15/2024 04:21:07 PM,04/15/2024 04:22:08 PM,Redirect,,0.3,15,0.00,Approved,40,"Bachelor's degree (for example: BA, AB, BS)",Female,I’d Rather Not Say,I’d Rather Not Say,Prefer not to say,Prefer not to say,United States,Prefer not to say,Prefer not to say,Prefer not to say
E772BC7B14D14BC5BDCC6B592E4D6D8F,04/15/2024 04:23:47 PM,04/15/2024 04:24:28 PM,Redirect,,0.3,15,0.00,Approved,73,"Bachelor's degree (for example: BA, AB, BS)",Male,Finance,Divorced,Independent,Man,United States,"$90,000-$99,999",White,Full-time
1FC94F7DD8044E74B009F03B525C6441,04/15/2024 04:24:29 PM,04/15/2024 04:25:07 PM,Redirect,,0.3,15,0.00,Approved,29,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Information Technology,Married,Independent,Man,United States,"$30,000-$39,999",White,Part-time
3EAD4F4A9B3C4A17AA1AA1FB7E4EFE30,04/15/2024 04:24:37 PM,04/15/2024 04:43:12 PM,Redirect,,0.3,15.7,0.00,Approved,36,"Bachelor's degree (for example: BA, AB, BS)",Female,Education & Training,I’d Rather Not Say,Independent,Woman,United States,"$90,000-$99,999",White,Part-time
A10335AD5A3C41508EF24FB1D4D84675,04/15/2024 04:24:59 PM,04/15/2024 04:26:03 PM,Redirect,,0.3,15,0.00,Approved,49,Less than a high school diploma,Female,Other,Married,Independent,Woman,United States,"$40,000-$49,999",White,"Not in paid work (e.g., homemaker, disabled)"
5A1913E5D6BD434896085BD0361B138B,04/15/2024 04:25:42 PM,04/15/2024 04:48:24 PM,Redirect,,0.3,15.7,0.00,Approved,64,"Some college, but no degree",Male,Marketing and Sales,Married,Republican,Man,United States,"$90,000-$99,999",White,Full-time
03A753C7F3C440628CF4048B28682687,04/15/2024 04:26:31 PM,04/15/2024 04:28:00 PM,Redirect,,0.3,15,0.00,Approved,46,"Professional degree (for example: MD, DDS, DVM, LLB, JD)",Male,Legal,Married,Republican,Man,United States,"$150,0000-$174,999",White,Full-time
